variable,experiment,ensemble,model,year,value,zstore
tas,1pctCO2,r1i1p1f1,SAM0-UNICON,1850,-0.8563223725063267,gs://cmip6/CMIP6/CMIP/SNU/SAM0-UNICON/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190323/
tas,1pctCO2,r1i1p1f1,SAM0-UNICON,1851,-0.7760909235870486,gs://cmip6/CMIP6/CMIP/SNU/SAM0-UNICON/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190323/
tas,1pctCO2,r1i1p1f1,SAM0-UNICON,1852,-0.6789233915748696,gs://cmip6/CMIP6/CMIP/SNU/SAM0-UNICON/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190323/
tas,1pctCO2,r1i1p1f1,SAM0-UNICON,1853,-0.6714061658258288,gs://cmip6/CMIP6/CMIP/SNU/SAM0-UNICON/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190323/
tas,1pctCO2,r1i1p1f1,SAM0-UNICON,1854,-0.5610518181905491,gs://cmip6/CMIP6/CMIP/SNU/SAM0-UNICON/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190323/
tas,1pctCO2,r1i1p1f1,SAM0-UNICON,1855,-0.6735785971858377,gs://cmip6/CMIP6/CMIP/SNU/SAM0-UNICON/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190323/
tas,1pctCO2,r1i1p1f1,SAM0-UNICON,1856,-0.6266552485603825,gs://cmip6/CMIP6/CMIP/SNU/SAM0-UNICON/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190323/
tas,1pctCO2,r1i1p1f1,SAM0-UNICON,1857,-0.5736740333722992,gs://cmip6/CMIP6/CMIP/SNU/SAM0-UNICON/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190323/
tas,1pctCO2,r1i1p1f1,SAM0-UNICON,1858,-0.5237943510667833,gs://cmip6/CMIP6/CMIP/SNU/SAM0-UNICON/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190323/
tas,1pctCO2,r1i1p1f1,SAM0-UNICON,1859,-0.45405932430787743,gs://cmip6/CMIP6/CMIP/SNU/SAM0-UNICON/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190323/
tas,1pctCO2,r1i1p1f1,SAM0-UNICON,1860,-0.4028774708074252,gs://cmip6/CMIP6/CMIP/SNU/SAM0-UNICON/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190323/
tas,1pctCO2,r1i1p1f1,SAM0-UNICON,1861,-0.5739700631163487,gs://cmip6/CMIP6/CMIP/SNU/SAM0-UNICON/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190323/
tas,1pctCO2,r1i1p1f1,SAM0-UNICON,1862,-0.4495893359450065,gs://cmip6/CMIP6/CMIP/SNU/SAM0-UNICON/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190323/
tas,1pctCO2,r1i1p1f1,SAM0-UNICON,1863,-0.44501625847721016,gs://cmip6/CMIP6/CMIP/SNU/SAM0-UNICON/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190323/
tas,1pctCO2,r1i1p1f1,SAM0-UNICON,1864,-0.5850350581789598,gs://cmip6/CMIP6/CMIP/SNU/SAM0-UNICON/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190323/
tas,1pctCO2,r1i1p1f1,SAM0-UNICON,1865,-0.5666248271841141,gs://cmip6/CMIP6/CMIP/SNU/SAM0-UNICON/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190323/
tas,1pctCO2,r1i1p1f1,SAM0-UNICON,1866,-0.43621096210938504,gs://cmip6/CMIP6/CMIP/SNU/SAM0-UNICON/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190323/
tas,1pctCO2,r1i1p1f1,SAM0-UNICON,1867,-0.3620118929529781,gs://cmip6/CMIP6/CMIP/SNU/SAM0-UNICON/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190323/
tas,1pctCO2,r1i1p1f1,SAM0-UNICON,1868,-0.3782081619145288,gs://cmip6/CMIP6/CMIP/SNU/SAM0-UNICON/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190323/
