variable,experiment,ensemble,model,year,value,zstore
tas,1pctCO2,r1i1p1f1,AWI-ESM-1-1-LR,1850,-1.0318362772748628,gs://cmip6/CMIP6/CMIP/AWI/AWI-ESM-1-1-LR/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200212/
tas,1pctCO2,r1i1p1f1,AWI-ESM-1-1-LR,1851,-0.8815088884088595,gs://cmip6/CMIP6/CMIP/AWI/AWI-ESM-1-1-LR/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200212/
tas,1pctCO2,r1i1p1f1,AWI-ESM-1-1-LR,1852,-0.8166735449475482,gs://cmip6/CMIP6/CMIP/AWI/AWI-ESM-1-1-LR/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200212/
tas,1pctCO2,r1i1p1f1,AWI-ESM-1-1-LR,1853,-0.8381631717945766,gs://cmip6/CMIP6/CMIP/AWI/AWI-ESM-1-1-LR/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200212/
tas,1pctCO2,r1i1p1f1,AWI-ESM-1-1-LR,1854,-1.0930275363350006,gs://cmip6/CMIP6/CMIP/AWI/AWI-ESM-1-1-LR/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200212/
tas,1pctCO2,r1i1p1f1,AWI-ESM-1-1-LR,1855,-1.0101449646414267,gs://cmip6/CMIP6/CMIP/AWI/AWI-ESM-1-1-LR/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200212/
tas,1pctCO2,r1i1p1f1,AWI-ESM-1-1-LR,1856,-0.9209832613222488,gs://cmip6/CMIP6/CMIP/AWI/AWI-ESM-1-1-LR/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200212/
tas,1pctCO2,r1i1p1f1,AWI-ESM-1-1-LR,1857,-0.9773923311397539,gs://cmip6/CMIP6/CMIP/AWI/AWI-ESM-1-1-LR/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200212/
tas,1pctCO2,r1i1p1f1,AWI-ESM-1-1-LR,1858,-1.0865811631403517,gs://cmip6/CMIP6/CMIP/AWI/AWI-ESM-1-1-LR/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200212/
tas,1pctCO2,r1i1p1f1,AWI-ESM-1-1-LR,1859,-1.024937915457258,gs://cmip6/CMIP6/CMIP/AWI/AWI-ESM-1-1-LR/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200212/
tas,1pctCO2,r1i1p1f1,AWI-ESM-1-1-LR,1860,-0.8656437530841572,gs://cmip6/CMIP6/CMIP/AWI/AWI-ESM-1-1-LR/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200212/
tas,1pctCO2,r1i1p1f1,AWI-ESM-1-1-LR,1861,-0.7039534741020361,gs://cmip6/CMIP6/CMIP/AWI/AWI-ESM-1-1-LR/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200212/
tas,1pctCO2,r1i1p1f1,AWI-ESM-1-1-LR,1862,-0.7976973640766687,gs://cmip6/CMIP6/CMIP/AWI/AWI-ESM-1-1-LR/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200212/
tas,1pctCO2,r1i1p1f1,AWI-ESM-1-1-LR,1863,-0.7459403043019961,gs://cmip6/CMIP6/CMIP/AWI/AWI-ESM-1-1-LR/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200212/
