variable,experiment,ensemble,model,year,value,zstore
tas,1pctCO2,r1i1p1f1,CESM2,1,-1.1248965307894991,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,2,-1.0018813225033227,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,3,-0.9936792198646458,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,4,-1.0973465384412293,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,5,-1.0737306601947694,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,6,-0.9379327892177116,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,7,-0.9295248462690324,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,8,-0.6903722875395033,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,9,-0.6645860644396748,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,10,-0.6271354462597287,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,11,-0.6387307407672438,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,12,-0.7910492802557201,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,13,-0.738539764947916,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,14,-0.5611839350977448,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,15,-0.5667988733358129,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,16,-0.7006154171711501,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,17,-0.5380093416028444,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,18,-0.5837663359667999,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,19,-0.7288567933076138,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,20,-0.4994511199631688,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,21,-0.4405718569109922,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,22,-0.33854389487015624,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,23,-0.17361573271381303,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,24,-0.17034709668013193,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,25,-0.4995954758536527,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,26,-0.31774999420935046,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,27,-0.3254580228162922,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,28,-0.48258525105666195,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,29,-0.43403637803930906,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,30,-0.15195633592003333,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,31,-0.09154105378763688,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,32,-0.13711121708331575,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,33,-0.0775437432253625,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,34,0.16096864705656344,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,35,0.18995551682405676,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,36,0.10260371735915896,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,37,0.21071442727134126,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2,38,0.06188694047267518,gs://cmip6/CMIP6/CMIP/NCAR/CESM2/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
