variable,experiment,ensemble,model,year,value,zstore
tas,1pctCO2,r1i1p1f1,BCC-ESM1,1850,-0.49058007957791006,gs://cmip6/CMIP6/CMIP/BCC/BCC-ESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190613/
tas,1pctCO2,r1i1p1f1,BCC-ESM1,1851,-0.5267477921028672,gs://cmip6/CMIP6/CMIP/BCC/BCC-ESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190613/
tas,1pctCO2,r1i1p1f1,BCC-ESM1,1852,-0.5003761727038523,gs://cmip6/CMIP6/CMIP/BCC/BCC-ESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190613/
tas,1pctCO2,r1i1p1f1,BCC-ESM1,1853,-0.4496657402409028,gs://cmip6/CMIP6/CMIP/BCC/BCC-ESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190613/
tas,1pctCO2,r1i1p1f1,BCC-ESM1,1854,-0.44042504241258484,gs://cmip6/CMIP6/CMIP/BCC/BCC-ESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190613/
tas,1pctCO2,r1i1p1f1,BCC-ESM1,1855,-0.5604355897218625,gs://cmip6/CMIP6/CMIP/BCC/BCC-ESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190613/
tas,1pctCO2,r1i1p1f1,BCC-ESM1,1856,-0.37923995700555224,gs://cmip6/CMIP6/CMIP/BCC/BCC-ESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190613/
tas,1pctCO2,r1i1p1f1,BCC-ESM1,1857,-0.38728109199308847,gs://cmip6/CMIP6/CMIP/BCC/BCC-ESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190613/
tas,1pctCO2,r1i1p1f1,BCC-ESM1,1858,-0.3813739539086214,gs://cmip6/CMIP6/CMIP/BCC/BCC-ESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190613/
tas,1pctCO2,r1i1p1f1,BCC-ESM1,1859,-0.3439448400330889,gs://cmip6/CMIP6/CMIP/BCC/BCC-ESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190613/
tas,1pctCO2,r1i1p1f1,BCC-ESM1,1860,-0.2908094068533842,gs://cmip6/CMIP6/CMIP/BCC/BCC-ESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190613/
tas,1pctCO2,r1i1p1f1,BCC-ESM1,1861,-0.3380715156428664,gs://cmip6/CMIP6/CMIP/BCC/BCC-ESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190613/
tas,1pctCO2,r1i1p1f1,BCC-ESM1,1862,-0.3227694965526098,gs://cmip6/CMIP6/CMIP/BCC/BCC-ESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190613/
tas,1pctCO2,r1i1p1f1,BCC-ESM1,1863,-0.21924431245315645,gs://cmip6/CMIP6/CMIP/BCC/BCC-ESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190613/
tas,1pctCO2,r1i1p1f1,BCC-ESM1,1864,-0.18629685150790465,gs://cmip6/CMIP6/CMIP/BCC/BCC-ESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190613/
tas,1pctCO2,r1i1p1f1,BCC-ESM1,1865,-0.10111738370028434,gs://cmip6/CMIP6/CMIP/BCC/BCC-ESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190613/
tas,1pctCO2,r1i1p1f1,BCC-ESM1,1866,-0.08753622968021091,gs://cmip6/CMIP6/CMIP/BCC/BCC-ESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190613/
tas,1pctCO2,r1i1p1f1,BCC-ESM1,1867,-0.09953369386522581,gs://cmip6/CMIP6/CMIP/BCC/BCC-ESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190613/
tas,1pctCO2,r1i1p1f1,BCC-ESM1,1868,-0.046369597925888684,gs://cmip6/CMIP6/CMIP/BCC/BCC-ESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190613/
tas,1pctCO2,r1i1p1f1,BCC-ESM1,1869,-0.06954072997780258,gs://cmip6/CMIP6/CMIP/BCC/BCC-ESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190613/
tas,1pctCO2,r1i1p1f1,BCC-ESM1,1870,-0.028376544819195715,gs://cmip6/CMIP6/CMIP/BCC/BCC-ESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190613/
tas,1pctCO2,r1i1p1f1,BCC-ESM1,1871,0.14416685790143902,gs://cmip6/CMIP6/CMIP/BCC/BCC-ESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190613/
