variable,experiment,ensemble,model,year,value,zstore
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,1,-1.1082528514332353,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,2,-0.9085488660416559,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,3,-0.8241339019250518,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,4,-1.0157609115603918,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,5,-0.976514280903416,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,6,-0.8863704710728371,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,7,-0.7911673140933999,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,8,-0.7824554964560093,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,9,-0.7522780550687003,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,10,-0.7734613225095472,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,11,-0.9807180086168614,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,12,-0.8875439538402361,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,13,-0.6970884413496492,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,14,-0.696191252429287,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,15,-0.589529817483708,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,16,-0.6583108073806443,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,17,-0.5786981726045042,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,18,-0.5201807932630231,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,19,-0.5382362011534951,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,20,-0.4683211582243416,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,21,-0.38583983387150056,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,22,-0.26219110203709306,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,23,-0.2769310232977773,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,24,-0.42059706758243465,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,25,-0.23728770238921015,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,26,-0.22143513162325235,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,27,-0.06687224659151525,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,28,-0.09764596562717998,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,29,-0.2843000560425253,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,30,-0.08841506943826971,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,31,-0.13986662933200478,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,32,-0.12056124747346075,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,33,-0.051657943955035535,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,34,0.0944171498307469,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,35,-0.06348954144942809,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,36,-0.04251516805516076,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,37,0.30829925040399075,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,38,0.3267471627896157,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,39,0.05669601274644265,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,40,0.02211096216609576,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,41,0.24167333781855405,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
tas,1pctCO2,r1i1p1f1,CESM2-WACCM,42,0.3038082383715732,gs://cmip6/CMIP6/CMIP/NCAR/CESM2-WACCM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190425/
