variable,experiment,ensemble,model,year,value,zstore
tas,1pctCO2,r1i1p1f1,NorESM2-LM,1,-0.5838357918852921,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,2,-0.5341166920479168,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,3,-0.4439289168125242,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,4,-0.6268904487582745,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,5,-0.48637816307387993,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,6,-0.39049939704671033,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,7,-0.4952366733800204,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,8,-0.6006098218011857,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,9,-0.7611604764160234,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,10,-0.742800506649985,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,11,-0.7247599253096837,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,12,-0.576646836187706,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,13,-0.5328966655772547,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,14,-0.36143925213963257,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,15,-0.19936674315943037,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,16,-0.10547377672662606,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,17,-0.10982520659268857,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,18,-0.01232806552530974,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,19,-0.3163541267655319,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,20,-0.3147378477265761,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,21,-0.10734651259252814,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,22,-0.1663591559349129,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,23,-0.25262525256499657,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,24,-0.17346153055746072,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,25,-0.15003773681854682,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,26,-0.0954135847116504,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,27,-0.26259045447267226,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,28,-0.2193146905812,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,29,-0.1374996252431515,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,30,-0.0908618737313418,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,31,0.20351028281203298,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
tas,1pctCO2,r1i1p1f1,NorESM2-LM,32,0.24230717692068993,gs://cmip6/CMIP6/CMIP/NCC/NorESM2-LM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20190815/
