variable,experiment,ensemble,model,year,value,zstore
tas,1pctCO2,r1i1p1f1,IITM-ESM,1850,-0.8208320810347232,gs://cmip6/CMIP6/CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20191204/
tas,1pctCO2,r1i1p1f1,IITM-ESM,1851,-0.9130918577598663,gs://cmip6/CMIP6/CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20191204/
tas,1pctCO2,r1i1p1f1,IITM-ESM,1852,-0.9597225278396877,gs://cmip6/CMIP6/CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20191204/
tas,1pctCO2,r1i1p1f1,IITM-ESM,1853,-1.0238536344585896,gs://cmip6/CMIP6/CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20191204/
tas,1pctCO2,r1i1p1f1,IITM-ESM,1854,-0.8786061320983549,gs://cmip6/CMIP6/CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20191204/
tas,1pctCO2,r1i1p1f1,IITM-ESM,1855,-0.8927780960499945,gs://cmip6/CMIP6/CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20191204/
tas,1pctCO2,r1i1p1f1,IITM-ESM,1856,-0.9230159065261887,gs://cmip6/CMIP6/CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20191204/
tas,1pctCO2,r1i1p1f1,IITM-ESM,1857,-0.9052278431431091,gs://cmip6/CMIP6/CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20191204/
tas,1pctCO2,r1i1p1f1,IITM-ESM,1858,-0.8144199893935706,gs://cmip6/CMIP6/CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20191204/
tas,1pctCO2,r1i1p1f1,IITM-ESM,1859,-0.8380907744760862,gs://cmip6/CMIP6/CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20191204/
tas,1pctCO2,r1i1p1f1,IITM-ESM,1860,-0.8572700466509673,gs://cmip6/CMIP6/CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20191204/
tas,1pctCO2,r1i1p1f1,IITM-ESM,1861,-0.7466283101022668,gs://cmip6/CMIP6/CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20191204/
tas,1pctCO2,r1i1p1f1,IITM-ESM,1862,-0.865243609758295,gs://cmip6/CMIP6/CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20191204/
tas,1pctCO2,r1i1p1f1,IITM-ESM,1863,-0.7270294981163374,gs://cmip6/CMIP6/CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20191204/
tas,1pctCO2,r1i1p1f1,IITM-ESM,1864,-0.6234827305508475,gs://cmip6/CMIP6/CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20191204/
tas,1pctCO2,r1i1p1f1,IITM-ESM,1865,-0.7548171027682429,gs://cmip6/CMIP6/CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20191204/
tas,1pctCO2,r1i1p1f1,IITM-ESM,1866,-0.7638990658077205,gs://cmip6/CMIP6/CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20191204/
tas,1pctCO2,r1i1p1f1,IITM-ESM,1867,-0.5635108481579891,gs://cmip6/CMIP6/CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20191204/
tas,1pctCO2,r1i1p1f1,IITM-ESM,1868,-0.5017231674016784,gs://cmip6/CMIP6/CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20191204/
tas,1pctCO2,r1i1p1f1,IITM-ESM,1869,-0.5995406857474563,gs://cmip6/CMIP6/CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20191204/
tas,1pctCO2,r1i1p1f1,IITM-ESM,1870,-0.6261556935228327,gs://cmip6/CMIP6/CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20191204/
tas,1pctCO2,r1i1p1f1,IITM-ESM,1871,-0.44193876535081245,gs://cmip6/CMIP6/CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20191204/
tas,1pctCO2,r1i1p1f1,IITM-ESM,1872,-0.8181834778038706,gs://cmip6/CMIP6/CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20191204/
tas,1pctCO2,r1i1p1f1,IITM-ESM,1873,-0.7177880146096527,gs://cmip6/CMIP6/CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20191204/
tas,1pctCO2,r1i1p1f1,IITM-ESM,1874,-0.4920242947410429,gs://cmip6/CMIP6/CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20191204/
tas,1pctCO2,r1i1p1f1,IITM-ESM,1875,-0.46675611378947224,gs://cmip6/CMIP6/CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20191204/
tas,1pctCO2,r1i1p1f1,IITM-ESM,1876,-0.49976353413092056,gs://cmip6/CMIP6/CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20191204/
tas,1pctCO2,r1i1p1f1,IITM-ESM,1877,-0.2897182797581195,gs://cmip6/CMIP6/CMIP/CCCR-IITM/IITM-ESM/1pctCO2/r1i1p1f1/Amon/tas/gn/v20191204/
