variable,experiment,ensemble,model,year,value,zstore
tas,1pctCO2,r1i1p1f1,TaiESM1,1,-0.6342475241189618,gs://cmip6/CMIP6/CMIP/AS-RCEC/TaiESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200225/
tas,1pctCO2,r1i1p1f1,TaiESM1,2,-0.437143579450435,gs://cmip6/CMIP6/CMIP/AS-RCEC/TaiESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200225/
tas,1pctCO2,r1i1p1f1,TaiESM1,3,-0.5208533580791368,gs://cmip6/CMIP6/CMIP/AS-RCEC/TaiESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200225/
tas,1pctCO2,r1i1p1f1,TaiESM1,4,-0.4515469358960331,gs://cmip6/CMIP6/CMIP/AS-RCEC/TaiESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200225/
tas,1pctCO2,r1i1p1f1,TaiESM1,5,-0.4231063298138906,gs://cmip6/CMIP6/CMIP/AS-RCEC/TaiESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200225/
tas,1pctCO2,r1i1p1f1,TaiESM1,6,-0.4865985708914309,gs://cmip6/CMIP6/CMIP/AS-RCEC/TaiESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200225/
tas,1pctCO2,r1i1p1f1,TaiESM1,7,-0.388443998105231,gs://cmip6/CMIP6/CMIP/AS-RCEC/TaiESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200225/
tas,1pctCO2,r1i1p1f1,TaiESM1,8,-0.24929253628494052,gs://cmip6/CMIP6/CMIP/AS-RCEC/TaiESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200225/
tas,1pctCO2,r1i1p1f1,TaiESM1,9,-0.3829823528711245,gs://cmip6/CMIP6/CMIP/AS-RCEC/TaiESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200225/
tas,1pctCO2,r1i1p1f1,TaiESM1,10,-0.48281664124573354,gs://cmip6/CMIP6/CMIP/AS-RCEC/TaiESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200225/
tas,1pctCO2,r1i1p1f1,TaiESM1,11,-0.3378975411429792,gs://cmip6/CMIP6/CMIP/AS-RCEC/TaiESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200225/
tas,1pctCO2,r1i1p1f1,TaiESM1,12,-0.26462948661378505,gs://cmip6/CMIP6/CMIP/AS-RCEC/TaiESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200225/
tas,1pctCO2,r1i1p1f1,TaiESM1,13,-0.27372070500405243,gs://cmip6/CMIP6/CMIP/AS-RCEC/TaiESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200225/
tas,1pctCO2,r1i1p1f1,TaiESM1,14,-0.2805965535012547,gs://cmip6/CMIP6/CMIP/AS-RCEC/TaiESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200225/
tas,1pctCO2,r1i1p1f1,TaiESM1,15,-0.1454610591405867,gs://cmip6/CMIP6/CMIP/AS-RCEC/TaiESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200225/
tas,1pctCO2,r1i1p1f1,TaiESM1,16,-0.02159759209649792,gs://cmip6/CMIP6/CMIP/AS-RCEC/TaiESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200225/
tas,1pctCO2,r1i1p1f1,TaiESM1,17,0.06973384451583797,gs://cmip6/CMIP6/CMIP/AS-RCEC/TaiESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200225/
tas,1pctCO2,r1i1p1f1,TaiESM1,18,-0.18021712764561926,gs://cmip6/CMIP6/CMIP/AS-RCEC/TaiESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200225/
tas,1pctCO2,r1i1p1f1,TaiESM1,19,-0.20133026974605173,gs://cmip6/CMIP6/CMIP/AS-RCEC/TaiESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200225/
tas,1pctCO2,r1i1p1f1,TaiESM1,20,0.04884973533239645,gs://cmip6/CMIP6/CMIP/AS-RCEC/TaiESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200225/
tas,1pctCO2,r1i1p1f1,TaiESM1,21,0.10859227794463777,gs://cmip6/CMIP6/CMIP/AS-RCEC/TaiESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200225/
tas,1pctCO2,r1i1p1f1,TaiESM1,22,0.016573607688769698,gs://cmip6/CMIP6/CMIP/AS-RCEC/TaiESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200225/
tas,1pctCO2,r1i1p1f1,TaiESM1,23,0.005350312941061475,gs://cmip6/CMIP6/CMIP/AS-RCEC/TaiESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200225/
tas,1pctCO2,r1i1p1f1,TaiESM1,24,0.09939364951247853,gs://cmip6/CMIP6/CMIP/AS-RCEC/TaiESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200225/
tas,1pctCO2,r1i1p1f1,TaiESM1,25,-0.02558103215500296,gs://cmip6/CMIP6/CMIP/AS-RCEC/TaiESM1/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200225/
