variable,experiment,ensemble,model,year,value,zstore
tas,1pctCO2,r1i1p1f3,HadGEM3-GC31-LL,1850,-0.795569869190274,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-LL/1pctCO2/r1i1p1f3/Amon/tas/gn/v20190620/
tas,1pctCO2,r1i1p1f3,HadGEM3-GC31-LL,1851,-0.7371971379701563,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-LL/1pctCO2/r1i1p1f3/Amon/tas/gn/v20190620/
tas,1pctCO2,r1i1p1f3,HadGEM3-GC31-LL,1852,-0.6968444078452762,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-LL/1pctCO2/r1i1p1f3/Amon/tas/gn/v20190620/
tas,1pctCO2,r1i1p1f3,HadGEM3-GC31-LL,1853,-0.5648752708323173,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-LL/1pctCO2/r1i1p1f3/Amon/tas/gn/v20190620/
tas,1pctCO2,r1i1p1f3,HadGEM3-GC31-LL,1854,-0.5857766871172885,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-LL/1pctCO2/r1i1p1f3/Amon/tas/gn/v20190620/
tas,1pctCO2,r1i1p1f3,HadGEM3-GC31-LL,1855,-0.7334276734986247,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-LL/1pctCO2/r1i1p1f3/Amon/tas/gn/v20190620/
tas,1pctCO2,r1i1p1f3,HadGEM3-GC31-LL,1856,-0.7474945445954972,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-LL/1pctCO2/r1i1p1f3/Amon/tas/gn/v20190620/
tas,1pctCO2,r1i1p1f3,HadGEM3-GC31-LL,1857,-0.6233919750325185,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-LL/1pctCO2/r1i1p1f3/Amon/tas/gn/v20190620/
tas,1pctCO2,r1i1p1f3,HadGEM3-GC31-LL,1858,-0.6816394275746234,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-LL/1pctCO2/r1i1p1f3/Amon/tas/gn/v20190620/
tas,1pctCO2,r1i1p1f3,HadGEM3-GC31-LL,1859,-0.6397952478978368,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-LL/1pctCO2/r1i1p1f3/Amon/tas/gn/v20190620/
tas,1pctCO2,r1i1p1f3,HadGEM3-GC31-LL,1860,-0.5299054937755727,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-LL/1pctCO2/r1i1p1f3/Amon/tas/gn/v20190620/
tas,1pctCO2,r1i1p1f3,HadGEM3-GC31-LL,1861,-0.3957064533810808,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-LL/1pctCO2/r1i1p1f3/Amon/tas/gn/v20190620/
tas,1pctCO2,r1i1p1f3,HadGEM3-GC31-LL,1862,-0.2911502208054344,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-LL/1pctCO2/r1i1p1f3/Amon/tas/gn/v20190620/
tas,1pctCO2,r1i1p1f3,HadGEM3-GC31-LL,1863,-0.2417316679999999,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-LL/1pctCO2/r1i1p1f3/Amon/tas/gn/v20190620/
tas,1pctCO2,r1i1p1f3,HadGEM3-GC31-LL,1864,-0.3105272846094067,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-LL/1pctCO2/r1i1p1f3/Amon/tas/gn/v20190620/
tas,1pctCO2,r1i1p1f3,HadGEM3-GC31-LL,1865,-0.3892854001679211,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-LL/1pctCO2/r1i1p1f3/Amon/tas/gn/v20190620/
tas,1pctCO2,r1i1p1f3,HadGEM3-GC31-LL,1866,-0.21594644245192285,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-LL/1pctCO2/r1i1p1f3/Amon/tas/gn/v20190620/
tas,1pctCO2,r1i1p1f3,HadGEM3-GC31-LL,1867,-0.28228424993136514,gs://cmip6/CMIP6/CMIP/MOHC/HadGEM3-GC31-LL/1pctCO2/r1i1p1f3/Amon/tas/gn/v20190620/
