variable,experiment,ensemble,model,year,value,zstore
tas,1pctCO2,r1i1p1f1,CMCC-CM2-SR5,1850,-1.1765295553000215,gs://cmip6/CMIP6/CMIP/CMCC/CMCC-CM2-SR5/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200616/
tas,1pctCO2,r1i1p1f1,CMCC-CM2-SR5,1851,-1.2529232609587666,gs://cmip6/CMIP6/CMIP/CMCC/CMCC-CM2-SR5/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200616/
tas,1pctCO2,r1i1p1f1,CMCC-CM2-SR5,1852,-1.2824266181032726,gs://cmip6/CMIP6/CMIP/CMCC/CMCC-CM2-SR5/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200616/
tas,1pctCO2,r1i1p1f1,CMCC-CM2-SR5,1853,-1.1742968821938575,gs://cmip6/CMIP6/CMIP/CMCC/CMCC-CM2-SR5/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200616/
tas,1pctCO2,r1i1p1f1,CMCC-CM2-SR5,1854,-1.2255225017871112,gs://cmip6/CMIP6/CMIP/CMCC/CMCC-CM2-SR5/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200616/
tas,1pctCO2,r1i1p1f1,CMCC-CM2-SR5,1855,-1.2708185182228817,gs://cmip6/CMIP6/CMIP/CMCC/CMCC-CM2-SR5/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200616/
tas,1pctCO2,r1i1p1f1,CMCC-CM2-SR5,1856,-1.247499391661563,gs://cmip6/CMIP6/CMIP/CMCC/CMCC-CM2-SR5/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200616/
tas,1pctCO2,r1i1p1f1,CMCC-CM2-SR5,1857,-1.1709312896080064,gs://cmip6/CMIP6/CMIP/CMCC/CMCC-CM2-SR5/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200616/
tas,1pctCO2,r1i1p1f1,CMCC-CM2-SR5,1858,-1.1699867490050337,gs://cmip6/CMIP6/CMIP/CMCC/CMCC-CM2-SR5/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200616/
tas,1pctCO2,r1i1p1f1,CMCC-CM2-SR5,1859,-1.1307958413661936,gs://cmip6/CMIP6/CMIP/CMCC/CMCC-CM2-SR5/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200616/
tas,1pctCO2,r1i1p1f1,CMCC-CM2-SR5,1860,-1.0300218138226,gs://cmip6/CMIP6/CMIP/CMCC/CMCC-CM2-SR5/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200616/
tas,1pctCO2,r1i1p1f1,CMCC-CM2-SR5,1861,-1.035330107806999,gs://cmip6/CMIP6/CMIP/CMCC/CMCC-CM2-SR5/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200616/
tas,1pctCO2,r1i1p1f1,CMCC-CM2-SR5,1862,-0.9670743520183578,gs://cmip6/CMIP6/CMIP/CMCC/CMCC-CM2-SR5/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200616/
tas,1pctCO2,r1i1p1f1,CMCC-CM2-SR5,1863,-1.02300924926908,gs://cmip6/CMIP6/CMIP/CMCC/CMCC-CM2-SR5/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200616/
tas,1pctCO2,r1i1p1f1,CMCC-CM2-SR5,1864,-1.107167431545406,gs://cmip6/CMIP6/CMIP/CMCC/CMCC-CM2-SR5/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200616/
tas,1pctCO2,r1i1p1f1,CMCC-CM2-SR5,1865,-0.9482421311324174,gs://cmip6/CMIP6/CMIP/CMCC/CMCC-CM2-SR5/1pctCO2/r1i1p1f1/Amon/tas/gn/v20200616/
