,activity,model,experiment,ensemble_member,timestep,grid_type,file,year,tgav
0,ScenarioMIP,ACCESS-ESM1-5,ssp126,r7i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CSIRO/ACCESS-ESM1-5/ssp126/r7i1p1f1/Amon/tas/gn/,2015,288.5089683743228
1,ScenarioMIP,ACCESS-ESM1-5,ssp126,r7i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CSIRO/ACCESS-ESM1-5/ssp126/r7i1p1f1/Amon/tas/gn/,2016,288.71945808589584
2,ScenarioMIP,ACCESS-ESM1-5,ssp126,r7i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CSIRO/ACCESS-ESM1-5/ssp126/r7i1p1f1/Amon/tas/gn/,2017,288.76732953270766
3,ScenarioMIP,ACCESS-ESM1-5,ssp126,r7i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CSIRO/ACCESS-ESM1-5/ssp126/r7i1p1f1/Amon/tas/gn/,2018,288.748881574884
4,ScenarioMIP,ACCESS-ESM1-5,ssp126,r7i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CSIRO/ACCESS-ESM1-5/ssp126/r7i1p1f1/Amon/tas/gn/,2019,288.7502717312014
5,ScenarioMIP,ACCESS-ESM1-5,ssp126,r7i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CSIRO/ACCESS-ESM1-5/ssp126/r7i1p1f1/Amon/tas/gn/,2020,288.79478202367244
6,ScenarioMIP,ACCESS-ESM1-5,ssp126,r7i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CSIRO/ACCESS-ESM1-5/ssp126/r7i1p1f1/Amon/tas/gn/,2021,288.9353347843717
7,ScenarioMIP,ACCESS-ESM1-5,ssp126,r7i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CSIRO/ACCESS-ESM1-5/ssp126/r7i1p1f1/Amon/tas/gn/,2022,289.08938398427716
8,ScenarioMIP,ACCESS-ESM1-5,ssp126,r7i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CSIRO/ACCESS-ESM1-5/ssp126/r7i1p1f1/Amon/tas/gn/,2023,289.00420279265535
9,ScenarioMIP,ACCESS-ESM1-5,ssp126,r7i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CSIRO/ACCESS-ESM1-5/ssp126/r7i1p1f1/Amon/tas/gn/,2024,289.0093045572
10,ScenarioMIP,ACCESS-ESM1-5,ssp126,r7i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CSIRO/ACCESS-ESM1-5/ssp126/r7i1p1f1/Amon/tas/gn/,2025,288.97162430882145
11,ScenarioMIP,ACCESS-ESM1-5,ssp126,r7i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CSIRO/ACCESS-ESM1-5/ssp126/r7i1p1f1/Amon/tas/gn/,2026,289.00313049123423
