,activity,model,experiment,ensemble_member,timestep,grid_type,file,year,tgav
0,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1850,285.73205779510783
1,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1851,285.62536526366074
2,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1852,285.54837106505636
3,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1853,285.5480137968911
4,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1854,285.7108206852597
5,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1855,285.69858034853706
6,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1856,285.6840923225902
7,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1857,285.7134343284412
8,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1858,285.6566137848737
9,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1859,285.65191896435346
10,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1860,285.674063594326
11,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1861,285.5709513989356
12,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1862,285.65559865960114
13,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1863,285.61819073573673
14,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1864,285.56184347229015
15,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1865,285.5393216255341
16,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1866,285.555180614879
17,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1867,285.66823828427806
18,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1868,285.6875953899892
19,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1869,285.55127422477864
20,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1870,285.62884440150077
21,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1871,285.52571321898836
22,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1872,285.6320989129142
23,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1873,285.57718677541055
24,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1874,285.36114663522204
25,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1875,285.5923434555694
26,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1876,285.6182222673886
27,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1877,285.6222293343433
28,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1878,285.7318514347973
29,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1879,285.6389704121318
30,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1880,285.6258166790861
31,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1881,285.59115503301797
32,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1882,285.69902577517433
33,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1883,285.6190939084656
34,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1884,285.49378989143906
35,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1885,285.56798108936056
36,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1886,285.5767107633052
37,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1887,285.62247975225597
38,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1888,285.64464841118235
39,CMIP,NorCPM1,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/NCC/NorCPM1/historical/r6i1p1f1/Amon/tas/gn/,1889,285.5806993846572
