activity,model,experiment,ensemble_member,timestep,grid_type,file,year,time,tgav
ScenarioMIP,UKESM1-0-LL,ssp534-over,r3i1p1f2,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp534-over/r3i1p1f2/Amon/tas/gn/v20190830/,2040,2040-07-01 00:00:00,289.09359566783525
ScenarioMIP,UKESM1-0-LL,ssp534-over,r3i1p1f2,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp534-over/r3i1p1f2/Amon/tas/gn/v20190830/,2041,2041-07-01 00:00:00,289.1536171644926
ScenarioMIP,UKESM1-0-LL,ssp534-over,r3i1p1f2,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp534-over/r3i1p1f2/Amon/tas/gn/v20190830/,2042,2042-07-01 00:00:00,289.1694288354008
ScenarioMIP,UKESM1-0-LL,ssp534-over,r3i1p1f2,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp534-over/r3i1p1f2/Amon/tas/gn/v20190830/,2043,2043-07-01 00:00:00,289.29398749066985
ScenarioMIP,UKESM1-0-LL,ssp534-over,r3i1p1f2,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp534-over/r3i1p1f2/Amon/tas/gn/v20190830/,2044,2044-07-01 00:00:00,289.4465682219881
ScenarioMIP,UKESM1-0-LL,ssp534-over,r3i1p1f2,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp534-over/r3i1p1f2/Amon/tas/gn/v20190830/,2045,2045-07-01 00:00:00,289.3710625699715
ScenarioMIP,UKESM1-0-LL,ssp534-over,r3i1p1f2,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp534-over/r3i1p1f2/Amon/tas/gn/v20190830/,2046,2046-07-01 00:00:00,289.3152479373603
ScenarioMIP,UKESM1-0-LL,ssp534-over,r3i1p1f2,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp534-over/r3i1p1f2/Amon/tas/gn/v20190830/,2047,2047-07-01 00:00:00,289.5783488635502
ScenarioMIP,UKESM1-0-LL,ssp534-over,r3i1p1f2,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp534-over/r3i1p1f2/Amon/tas/gn/v20190830/,2048,2048-07-01 00:00:00,289.7128240379972
ScenarioMIP,UKESM1-0-LL,ssp534-over,r3i1p1f2,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp534-over/r3i1p1f2/Amon/tas/gn/v20190830/,2049,2049-07-01 00:00:00,289.5913292592149
ScenarioMIP,UKESM1-0-LL,ssp534-over,r3i1p1f2,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp534-over/r3i1p1f2/Amon/tas/gn/v20190830/,2050,2050-07-01 00:00:00,289.73210618154354
ScenarioMIP,UKESM1-0-LL,ssp534-over,r3i1p1f2,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp534-over/r3i1p1f2/Amon/tas/gn/v20190830/,2051,2051-07-01 00:00:00,289.8591927820848
ScenarioMIP,UKESM1-0-LL,ssp534-over,r3i1p1f2,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp534-over/r3i1p1f2/Amon/tas/gn/v20190830/,2052,2052-07-01 00:00:00,289.6835148176122
