activity,model,experiment,ensemble_member,timestep,grid_type,file,year,time,tgav
CMIP,GISS-E2-1-G,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,1850,1850-07-01 17:00:00,287.0862123337441
CMIP,GISS-E2-1-G,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,1851,1851-07-01 17:00:00,287.02055898072405
CMIP,GISS-E2-1-G,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,1852,1852-07-01 17:00:00,286.71908293151245
CMIP,GISS-E2-1-G,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,1853,1853-07-01 17:00:00,286.686403289982
CMIP,GISS-E2-1-G,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,1854,1854-07-01 17:00:00,287.01063665070905
CMIP,GISS-E2-1-G,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,1855,1855-07-01 17:00:00,287.0494892238075
CMIP,GISS-E2-1-G,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,1856,1856-07-01 17:00:00,286.89553347570904
CMIP,GISS-E2-1-G,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,1857,1857-07-01 17:00:00,286.9777053404644
CMIP,GISS-E2-1-G,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,1858,1858-07-01 17:00:00,287.0743856286308
CMIP,GISS-E2-1-G,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,1859,1859-07-01 17:00:00,286.8999061222675
CMIP,GISS-E2-1-G,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,1860,1860-07-01 17:00:00,286.7544801042427
CMIP,GISS-E2-1-G,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,1861,1861-07-01 17:00:00,286.84855359637413
CMIP,GISS-E2-1-G,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,1862,1862-07-01 17:00:00,286.84752214442017
CMIP,GISS-E2-1-G,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,1863,1863-07-01 17:00:00,286.8354151453364
CMIP,GISS-E2-1-G,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,1864,1864-07-01 17:00:00,286.9756585208902
CMIP,GISS-E2-1-G,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,1865,1865-07-01 17:00:00,286.8520235787357
CMIP,GISS-E2-1-G,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,1866,1866-07-01 17:00:00,286.89377871557747
CMIP,GISS-E2-1-G,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,1867,1867-07-01 17:00:00,286.81217294728987
CMIP,GISS-E2-1-G,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,1868,1868-07-01 17:00:00,286.90781502838166
CMIP,GISS-E2-1-G,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,1869,1869-07-01 17:00:00,287.04174835727343
CMIP,GISS-E2-1-G,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,1870,1870-07-01 17:00:00,286.59716969878104
CMIP,GISS-E2-1-G,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,1871,1871-07-01 17:00:00,286.7671037765645
CMIP,GISS-E2-1-G,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,1872,1872-07-01 17:00:00,286.94321073568443
CMIP,GISS-E2-1-G,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,1873,1873-07-01 17:00:00,286.8533104403641
CMIP,GISS-E2-1-G,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,1874,1874-07-01 17:00:00,286.8996243249761
CMIP,GISS-E2-1-G,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,1875,1875-07-01 17:00:00,287.0920193207042
CMIP,GISS-E2-1-G,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,1876,1876-07-01 17:00:00,287.0904549183519
CMIP,GISS-E2-1-G,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,1877,1877-07-01 17:00:00,286.6605595822071
