,activity,model,experiment,ensemble_member,timestep,grid_type,file,year,tgav
0,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1850,287.5606684138765
1,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1851,287.5318103090342
2,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1852,287.53366970380966
3,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1853,287.59756731076686
4,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1854,287.6037974132424
5,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1855,287.73516798708675
6,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1856,287.76111094623474
7,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1857,287.8152675782873
8,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1858,287.7051457944992
9,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1859,287.74587839925096
10,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1860,287.68012430157285
11,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1861,287.7904161269471
12,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1862,287.78416103396563
13,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1863,287.5790507013053
14,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1864,287.50323895799073
15,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1865,287.53975431512794
16,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1866,287.6555370045989
17,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1867,287.6899322710722
18,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1868,287.67557958931326
19,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1869,287.74306116476606
20,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1870,287.7477973627293
21,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1871,287.7926194154217
22,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1872,287.7543549765975
23,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1873,287.7016628665937
24,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1874,287.66524324128807
25,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1875,287.69169654099073
26,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1876,287.66856652076984
27,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1877,287.6799056327378
28,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1878,287.6841312382666
29,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1879,287.6417070109566
30,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1880,287.6925491260143
31,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1881,287.8811642272666
32,CMIP,ACCESS-ESM1-5,historical,r6i1p1f1,Amon,gn,gs://cmip6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r6i1p1f1/Amon/tas/gn/,1882,287.930334491323
