,activity_id,source_id,experiment_id,member_id,table_id,variable_id,grid_label,zstore
255,CMIP,CanESM5,historical,r18i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r18i1p1f1/Amon/tas/gn/v20190429/
257,CMIP,CanESM5,historical,r16i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r16i1p1f1/Amon/tas/gn/v20190429/
258,CMIP,CanESM5,historical,r15i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r15i1p1f1/Amon/tas/gn/v20190429/
260,CMIP,CanESM5,historical,r14i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/
261,CMIP,CanESM5,historical,r12i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r12i1p1f1/Amon/tas/gn/v20190429/
262,ScenarioMIP,CanESM5,ssp126,r7i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r7i1p1f1/Amon/tas/gn/v20190429/
263,CMIP,CanESM5,historical,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r1i1p1f1/Amon/tas/gn/v20190429/
266,ScenarioMIP,CanESM5,ssp126,r8i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r8i1p1f1/Amon/tas/gn/v20190429/
269,ScenarioMIP,CanESM5,ssp245,r19i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp245/r19i1p1f1/Amon/tas/gn/v20190429/
271,ScenarioMIP,CanESM5,ssp245,r11i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp245/r11i1p1f1/Amon/tas/gn/v20190429/
274,ScenarioMIP,CanESM5,ssp245,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp245/r1i1p1f1/Amon/tas/gn/v20190429/
275,ScenarioMIP,CanESM5,ssp245,r15i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp245/r15i1p1f1/Amon/tas/gn/v20190429/
277,ScenarioMIP,CanESM5,ssp245,r14i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp245/r14i1p1f1/Amon/tas/gn/v20190429/
279,ScenarioMIP,CanESM5,ssp245,r13i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp245/r13i1p1f1/Amon/tas/gn/v20190429/
280,ScenarioMIP,CanESM5,ssp245,r12i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp245/r12i1p1f1/Amon/tas/gn/v20190429/
282,ScenarioMIP,CanESM5,ssp245,r10i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp245/r10i1p1f1/Amon/tas/gn/v20190429/
283,ScenarioMIP,CanESM5,ssp245,r18i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp245/r18i1p1f1/Amon/tas/gn/v20190429/
284,ScenarioMIP,CanESM5,ssp245,r17i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp245/r17i1p1f1/Amon/tas/gn/v20190429/
287,ScenarioMIP,CanESM5,ssp245,r16i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp245/r16i1p1f1/Amon/tas/gn/v20190429/
289,ScenarioMIP,CanESM5,ssp119,r3i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp119/r3i1p1f1/Amon/tas/gn/v20190429/
291,ScenarioMIP,CanESM5,ssp119,r4i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp119/r4i1p1f1/Amon/tas/gn/v20190429/
292,ScenarioMIP,CanESM5,ssp119,r7i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp119/r7i1p1f1/Amon/tas/gn/v20190429/
293,ScenarioMIP,CanESM5,ssp119,r9i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp119/r9i1p1f1/Amon/tas/gn/v20190429/
295,ScenarioMIP,CanESM5,ssp119,r8i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp119/r8i1p1f1/Amon/tas/gn/v20190429/
296,ScenarioMIP,CanESM5,ssp119,r5i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp119/r5i1p1f1/Amon/tas/gn/v20190429/
300,ScenarioMIP,CanESM5,ssp119,r24i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp119/r24i1p1f1/Amon/tas/gn/v20190429/
303,ScenarioMIP,CanESM5,ssp119,r25i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp119/r25i1p1f1/Amon/tas/gn/v20190429/
305,ScenarioMIP,CanESM5,ssp119,r2i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp119/r2i1p1f1/Amon/tas/gn/v20190429/
307,ScenarioMIP,CanESM5,ssp119,r14i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp119/r14i1p1f1/Amon/tas/gn/v20190429/
308,ScenarioMIP,CanESM5,ssp119,r13i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp119/r13i1p1f1/Amon/tas/gn/v20190429/
310,ScenarioMIP,CanESM5,ssp119,r15i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp119/r15i1p1f1/Amon/tas/gn/v20190429/
313,ScenarioMIP,CanESM5,ssp119,r16i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp119/r16i1p1f1/Amon/tas/gn/v20190429/
315,ScenarioMIP,CanESM5,ssp126,r5i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r5i1p1f1/Amon/tas/gn/v20190429/
317,ScenarioMIP,CanESM5,ssp119,r19i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp119/r19i1p1f1/Amon/tas/gn/v20190429/
318,ScenarioMIP,CanESM5,ssp119,r20i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp119/r20i1p1f1/Amon/tas/gn/v20190429/
319,ScenarioMIP,CanESM5,ssp119,r17i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp119/r17i1p1f1/Amon/tas/gn/v20190429/
323,ScenarioMIP,CanESM5,ssp119,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp119/r1i1p1f1/Amon/tas/gn/v20190429/
325,ScenarioMIP,CanESM5,ssp119,r6i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp119/r6i1p1f1/Amon/tas/gn/v20190429/
328,ScenarioMIP,CanESM5,ssp119,r21i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp119/r21i1p1f1/Amon/tas/gn/v20190429/
329,ScenarioMIP,CanESM5,ssp119,r23i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp119/r23i1p1f1/Amon/tas/gn/v20190429/
331,ScenarioMIP,CanESM5,ssp119,r22i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp119/r22i1p1f1/Amon/tas/gn/v20190429/
333,ScenarioMIP,CanESM5,ssp119,r18i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp119/r18i1p1f1/Amon/tas/gn/v20190429/
334,ScenarioMIP,CanESM5,ssp126,r10i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r10i1p1f1/Amon/tas/gn/v20190429/
337,ScenarioMIP,CanESM5,ssp126,r11i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r11i1p1f1/Amon/tas/gn/v20190429/
339,ScenarioMIP,CanESM5,ssp126,r12i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r12i1p1f1/Amon/tas/gn/v20190429/
340,ScenarioMIP,CanESM5,ssp126,r13i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r13i1p1f1/Amon/tas/gn/v20190429/
343,ScenarioMIP,CanESM5,ssp126,r14i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r14i1p1f1/Amon/tas/gn/v20190429/
345,CMIP,CanESM5,historical,r17i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r17i1p1f1/Amon/tas/gn/v20190429/
346,ScenarioMIP,CanESM5,ssp119,r12i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp119/r12i1p1f1/Amon/tas/gn/v20190429/
347,ScenarioMIP,CanESM5,ssp119,r11i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp119/r11i1p1f1/Amon/tas/gn/v20190429/
350,ScenarioMIP,CanESM5,ssp119,r10i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp119/r10i1p1f1/Amon/tas/gn/v20190429/
351,CMIP,UKESM1-0-LL,historical,r8i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MOHC/UKESM1-0-LL/historical/r8i1p1f2/Amon/tas/gn/v20190502/
352,CMIP,UKESM1-0-LL,historical,r2i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MOHC/UKESM1-0-LL/historical/r2i1p1f2/Amon/tas/gn/v20190502/
353,CMIP,UKESM1-0-LL,historical,r3i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MOHC/UKESM1-0-LL/historical/r3i1p1f2/Amon/tas/gn/v20190502/
354,CMIP,UKESM1-0-LL,historical,r4i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MOHC/UKESM1-0-LL/historical/r4i1p1f2/Amon/tas/gn/v20190502/
355,ScenarioMIP,UKESM1-0-LL,ssp126,r1i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp126/r1i1p1f2/Amon/tas/gn/v20190503/
356,ScenarioMIP,UKESM1-0-LL,ssp585,r2i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp585/r2i1p1f2/Amon/tas/gn/v20190507/
357,ScenarioMIP,UKESM1-0-LL,ssp126,r3i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp126/r3i1p1f2/Amon/tas/gn/v20190507/
358,ScenarioMIP,UKESM1-0-LL,ssp245,r4i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp245/r4i1p1f2/Amon/tas/gn/v20190507/
359,ScenarioMIP,UKESM1-0-LL,ssp245,r3i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp245/r3i1p1f2/Amon/tas/gn/v20190507/
360,ScenarioMIP,UKESM1-0-LL,ssp245,r2i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp245/r2i1p1f2/Amon/tas/gn/v20190507/
361,ScenarioMIP,UKESM1-0-LL,ssp245,r1i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp245/r1i1p1f2/Amon/tas/gn/v20190507/
362,ScenarioMIP,UKESM1-0-LL,ssp126,r4i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp126/r4i1p1f2/Amon/tas/gn/v20190507/
363,ScenarioMIP,UKESM1-0-LL,ssp585,r1i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp585/r1i1p1f2/Amon/tas/gn/v20190507/
364,ScenarioMIP,UKESM1-0-LL,ssp585,r4i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp585/r4i1p1f2/Amon/tas/gn/v20190507/
365,ScenarioMIP,UKESM1-0-LL,ssp585,r3i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp585/r3i1p1f2/Amon/tas/gn/v20190507/
366,ScenarioMIP,UKESM1-0-LL,ssp126,r2i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp126/r2i1p1f2/Amon/tas/gn/v20190507/
367,ScenarioMIP,UKESM1-0-LL,ssp370,r8i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp370/r8i1p1f2/Amon/tas/gn/v20190510/
368,ScenarioMIP,UKESM1-0-LL,ssp126,r8i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp126/r8i1p1f2/Amon/tas/gn/v20190510/
369,CMIP,UKESM1-0-LL,historical,r5i1p1f3,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MOHC/UKESM1-0-LL/historical/r5i1p1f3/Amon/tas/gn/v20190510/
370,ScenarioMIP,UKESM1-0-LL,ssp585,r8i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp585/r8i1p1f2/Amon/tas/gn/v20190510/
371,ScenarioMIP,UKESM1-0-LL,ssp370,r3i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp370/r3i1p1f2/Amon/tas/gn/v20190510/
372,ScenarioMIP,UKESM1-0-LL,ssp245,r8i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp245/r8i1p1f2/Amon/tas/gn/v20190510/
373,ScenarioMIP,UKESM1-0-LL,ssp370,r1i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp370/r1i1p1f2/Amon/tas/gn/v20190510/
374,ScenarioMIP,UKESM1-0-LL,ssp370,r2i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp370/r2i1p1f2/Amon/tas/gn/v20190510/
375,ScenarioMIP,UKESM1-0-LL,ssp370,r4i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MOHC/UKESM1-0-LL/ssp370/r4i1p1f2/Amon/tas/gn/v20190510/
376,CMIP,UKESM1-0-LL,historical,r9i1p1f2,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MOHC/UKESM1-0-LL/historical/r9i1p1f2/Amon/tas/gn/v20190603/
377,CMIP,UKESM1-0-LL,historical,r7i1p1f3,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MOHC/UKESM1-0-LL/historical/r7i1p1f3/Amon/tas/gn/v20190603/
378,CMIP,UKESM1-0-LL,historical,r6i1p1f3,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MOHC/UKESM1-0-LL/historical/r6i1p1f3/Amon/tas/gn/v20190604/
379,ScenarioMIP,MIROC6,ssp126,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp126/r1i1p1f1/Amon/tas/gn/v20190627/
380,ScenarioMIP,MIROC6,ssp245,r3i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp245/r3i1p1f1/Amon/tas/gn/v20190627/
381,ScenarioMIP,MIROC6,ssp585,r2i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp585/r2i1p1f1/Amon/tas/gn/v20190627/
382,ScenarioMIP,MIROC6,ssp245,r2i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp245/r2i1p1f1/Amon/tas/gn/v20190627/
383,ScenarioMIP,MIROC6,ssp126,r3i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp126/r3i1p1f1/Amon/tas/gn/v20190627/
384,ScenarioMIP,MIROC6,ssp126,r2i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp126/r2i1p1f1/Amon/tas/gn/v20190627/
385,ScenarioMIP,MIROC6,ssp245,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp245/r1i1p1f1/Amon/tas/gn/v20190627/
386,ScenarioMIP,MIROC6,ssp370,r3i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp370/r3i1p1f1/Amon/tas/gn/v20190627/
387,ScenarioMIP,MIROC6,ssp370,r2i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp370/r2i1p1f1/Amon/tas/gn/v20190627/
388,ScenarioMIP,MIROC6,ssp585,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp585/r1i1p1f1/Amon/tas/gn/v20190627/
389,ScenarioMIP,MIROC6,ssp585,r3i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp585/r3i1p1f1/Amon/tas/gn/v20190627/
390,ScenarioMIP,MIROC6,ssp370,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MIROC/MIROC6/ssp370/r1i1p1f1/Amon/tas/gn/v20190627/
400,ScenarioMIP,MPI-ESM1-2-LR,ssp245,r5i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r5i1p1f1/Amon/tas/gn/v20190710/
401,ScenarioMIP,MPI-ESM1-2-LR,ssp245,r10i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r10i1p1f1/Amon/tas/gn/v20190710/
402,ScenarioMIP,MPI-ESM1-2-LR,ssp126,r9i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp126/r9i1p1f1/Amon/tas/gn/v20190710/
403,ScenarioMIP,MPI-ESM1-2-LR,ssp245,r4i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r4i1p1f1/Amon/tas/gn/v20190710/
404,ScenarioMIP,MPI-ESM1-2-LR,ssp245,r6i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r6i1p1f1/Amon/tas/gn/v20190710/
405,ScenarioMIP,MPI-ESM1-2-LR,ssp245,r3i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r3i1p1f1/Amon/tas/gn/v20190710/
406,ScenarioMIP,MPI-ESM1-2-LR,ssp370,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/
407,ScenarioMIP,MPI-ESM1-2-LR,ssp585,r4i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp585/r4i1p1f1/Amon/tas/gn/v20190710/
408,ScenarioMIP,MPI-ESM1-2-LR,ssp370,r3i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp370/r3i1p1f1/Amon/tas/gn/v20190710/
409,ScenarioMIP,MPI-ESM1-2-LR,ssp370,r4i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp370/r4i1p1f1/Amon/tas/gn/v20190710/
410,ScenarioMIP,MPI-ESM1-2-LR,ssp245,r2i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r2i1p1f1/Amon/tas/gn/v20190710/
411,ScenarioMIP,MPI-ESM1-2-LR,ssp370,r2i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp370/r2i1p1f1/Amon/tas/gn/v20190710/
412,ScenarioMIP,MPI-ESM1-2-LR,ssp245,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r1i1p1f1/Amon/tas/gn/v20190710/
413,ScenarioMIP,MPI-ESM1-2-LR,ssp585,r6i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp585/r6i1p1f1/Amon/tas/gn/v20190710/
414,ScenarioMIP,MPI-ESM1-2-LR,ssp585,r5i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp585/r5i1p1f1/Amon/tas/gn/v20190710/
415,ScenarioMIP,MPI-ESM1-2-LR,ssp370,r5i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp370/r5i1p1f1/Amon/tas/gn/v20190710/
416,CMIP,MPI-ESM1-2-LR,historical,r8i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r8i1p1f1/Amon/tas/gn/v20190710/
417,CMIP,MPI-ESM1-2-LR,historical,r4i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r4i1p1f1/Amon/tas/gn/v20190710/
418,CMIP,MPI-ESM1-2-LR,historical,r9i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r9i1p1f1/Amon/tas/gn/v20190710/
419,CMIP,MPI-ESM1-2-LR,historical,r5i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r5i1p1f1/Amon/tas/gn/v20190710/
420,CMIP,MPI-ESM1-2-HR,historical,r2i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r2i1p1f1/Amon/tas/gn/v20190710/
421,CMIP,MPI-ESM1-2-LR,historical,r3i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r3i1p1f1/Amon/tas/gn/v20190710/
422,CMIP,MPI-ESM1-2-LR,historical,r7i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r7i1p1f1/Amon/tas/gn/v20190710/
423,CMIP,MPI-ESM1-2-LR,historical,r6i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r6i1p1f1/Amon/tas/gn/v20190710/
424,ScenarioMIP,MPI-ESM1-2-LR,ssp370,r10i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp370/r10i1p1f1/Amon/tas/gn/v20190710/
425,ScenarioMIP,MPI-ESM1-2-LR,ssp245,r9i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r9i1p1f1/Amon/tas/gn/v20190710/
426,ScenarioMIP,MPI-ESM1-2-LR,ssp245,r8i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r8i1p1f1/Amon/tas/gn/v20190710/
427,ScenarioMIP,MPI-ESM1-2-LR,ssp245,r7i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp245/r7i1p1f1/Amon/tas/gn/v20190710/
428,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/v20190710/
429,CMIP,MPI-ESM1-2-LR,historical,r10i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r10i1p1f1/Amon/tas/gn/v20190710/
430,CMIP,MPI-ESM1-2-LR,historical,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r1i1p1f1/Amon/tas/gn/v20190710/
431,ScenarioMIP,MPI-ESM1-2-LR,ssp585,r9i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp585/r9i1p1f1/Amon/tas/gn/v20190710/
432,ScenarioMIP,MPI-ESM1-2-HR,ssp126,r2i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/DWD/MPI-ESM1-2-HR/ssp126/r2i1p1f1/Amon/tas/gn/v20190710/
433,ScenarioMIP,MPI-ESM1-2-LR,ssp585,r8i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/ScenarioMIP/MPI-M/MPI-ESM1-2-LR/ssp585/r8i1p1f1/Amon/tas/gn/v20190710/
434,CMIP,MPI-ESM1-2-HR,historical,r6i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r6i1p1f1/Amon/tas/gn/v20190710/
435,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/v20190710/
