activity,model,experiment,ensemble_member,timestep,grid_type,file,year,time,tgav
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2015,2015-07-01 17:00:00,288.0214032609013
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2016,2016-07-01 14:00:00,288.17372140459025
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2017,2017-07-01 17:00:00,288.22271870692015
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2018,2018-07-01 17:00:00,288.4403896880334
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2019,2019-07-01 17:00:00,288.5180247196009
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2020,2020-07-01 14:00:00,288.3054220452406
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2021,2021-07-01 17:00:00,288.12107969546
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2022,2022-07-01 17:00:00,288.26287252208726
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2023,2023-07-01 17:00:00,288.28762131258515
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2024,2024-07-01 14:00:00,288.17980138015645
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2025,2025-07-01 17:00:00,288.3393723449153
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2026,2026-07-01 17:00:00,288.51820428455034
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2027,2027-07-01 17:00:00,288.46837035770636
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2028,2028-07-01 14:00:00,288.329967614768
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2029,2029-07-01 17:00:00,288.36042532339223
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2030,2030-07-01 17:00:00,288.4375512826764
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2031,2031-07-01 17:00:00,288.5386468835611
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2032,2032-07-01 14:00:00,288.57616161504484
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2033,2033-07-01 17:00:00,288.6922524327065
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2034,2034-07-01 17:00:00,288.6352235891448
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2035,2035-07-01 17:00:00,288.6449560739754
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2036,2036-07-01 14:00:00,288.68992111743955
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2037,2037-07-01 17:00:00,288.692203382727
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2038,2038-07-01 17:00:00,288.53872710741996
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2039,2039-07-01 17:00:00,288.6552907346506
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2040,2040-07-01 14:00:00,288.81355280717565
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2041,2041-07-01 17:00:00,288.67916681840114
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2042,2042-07-01 17:00:00,288.68657855464295
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2043,2043-07-01 17:00:00,288.817793509735
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2044,2044-07-01 14:00:00,288.86647110577616
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2045,2045-07-01 17:00:00,288.7474918244853
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2046,2046-07-01 17:00:00,288.83509881502624
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2047,2047-07-01 17:00:00,288.92110398412524
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2048,2048-07-01 14:00:00,288.8325820165534
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2049,2049-07-01 17:00:00,288.9661986456328
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2050,2050-07-01 17:00:00,289.1486146705516
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2051,2051-07-01 17:00:00,289.37344167281407
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2052,2052-07-01 14:00:00,289.3416516063343
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2053,2053-07-01 17:00:00,289.34117090401213
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2054,2054-07-01 17:00:00,289.25201088096065
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2055,2055-07-01 17:00:00,289.24523648546113
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2056,2056-07-01 14:00:00,289.2281402668383
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2057,2057-07-01 17:00:00,289.32719816690275
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2058,2058-07-01 17:00:00,289.4616566303793
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2059,2059-07-01 17:00:00,289.5003450164838
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2060,2060-07-01 14:00:00,289.2828840716395
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2061,2061-07-01 17:00:00,289.2969491000219
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2062,2062-07-01 17:00:00,289.40704263827087
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2063,2063-07-01 17:00:00,289.53293327577575
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2064,2064-07-01 14:00:00,289.43903021476547
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2065,2065-07-01 17:00:00,289.33809062664255
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2066,2066-07-01 17:00:00,289.4905801649415
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2067,2067-07-01 17:00:00,289.7532108684092
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2068,2068-07-01 14:00:00,289.8293327710055
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2069,2069-07-01 17:00:00,289.8477567425009
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2070,2070-07-01 17:00:00,289.72189319870046
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2071,2071-07-01 17:00:00,289.69926481268556
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2072,2072-07-01 14:00:00,289.8443252537763
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2073,2073-07-01 17:00:00,289.8942834408456
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2074,2074-07-01 17:00:00,289.8808406365922
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2075,2075-07-01 17:00:00,289.8571307769817
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2076,2076-07-01 14:00:00,289.95713023476696
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2077,2077-07-01 17:00:00,289.7960048099641
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2078,2078-07-01 17:00:00,289.91093186975144
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2079,2079-07-01 17:00:00,289.9678234692132
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2080,2080-07-01 14:00:00,289.8734738791736
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2081,2081-07-01 17:00:00,289.83947236265755
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2082,2082-07-01 17:00:00,289.9311366684304
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2083,2083-07-01 17:00:00,290.1977936979592
ScenarioMIP,MPI-ESM1-2-HR,ssp370,r1i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r1i1p1f1/Amon/tas/gn/v20190710/,2084,2084-07-01 14:00:00,290.1905345722275
