activity,model,experiment,ensemble_member,timestep,grid_type,file,year,time,tgav
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2040,2040-07-01 17:00:00,289.8032789555174
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2041,2041-07-01 17:00:00,289.764475009856
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2042,2042-07-01 17:00:00,289.64359090687464
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2043,2043-07-01 17:00:00,289.6790124575213
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2044,2044-07-01 17:00:00,289.81272089957673
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2045,2045-07-01 17:00:00,289.87920166294924
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2046,2046-07-01 17:00:00,289.98015454708576
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2047,2047-07-01 17:00:00,290.06520280140984
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2048,2048-07-01 17:00:00,290.2788321458534
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2049,2049-07-01 17:00:00,290.33725361149845
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2050,2050-07-01 17:00:00,290.2198029771233
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2051,2051-07-01 17:00:00,290.3762168147294
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2052,2052-07-01 17:00:00,290.46204015734617
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2053,2053-07-01 17:00:00,290.4534651877926
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2054,2054-07-01 17:00:00,290.4734589502729
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2055,2055-07-01 17:00:00,290.45966453130274
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2056,2056-07-01 17:00:00,290.3838913791312
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2057,2057-07-01 17:00:00,290.4671054539014
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2058,2058-07-01 17:00:00,290.6360801683733
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2059,2059-07-01 17:00:00,290.6733081314141
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2060,2060-07-01 17:00:00,290.50589935065335
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2061,2061-07-01 17:00:00,290.6567974748694
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2062,2062-07-01 17:00:00,290.6040835924863
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2063,2063-07-01 17:00:00,290.39409762467864
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2064,2064-07-01 17:00:00,290.441256459718
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2065,2065-07-01 17:00:00,290.4525753720276
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2066,2066-07-01 17:00:00,290.5472298118935
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2067,2067-07-01 17:00:00,290.5055241867204
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2068,2068-07-01 17:00:00,290.5930017284219
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2069,2069-07-01 17:00:00,290.70420048679745
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2070,2070-07-01 17:00:00,290.53322151265286
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2071,2071-07-01 17:00:00,290.5924544994303
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2072,2072-07-01 17:00:00,290.7335376551581
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2073,2073-07-01 17:00:00,290.5368889548102
ScenarioMIP,CanESM5,ssp534-over,r4i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp534-over/r4i1p1f1/Amon/tas/gn/v20190429/,2074,2074-07-01 17:00:00,290.34209094758046
