activity,model,experiment,ensemble_member,timestep,grid_type,file,year,time,tgav
CMIP,ACCESS-ESM1-5,historical,r12i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r12i1p1f1/Amon/tas/gn/v20200803/,1850,1850-07-01 17:00:00,287.7073325790321
CMIP,ACCESS-ESM1-5,historical,r12i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r12i1p1f1/Amon/tas/gn/v20200803/,1851,1851-07-01 17:00:00,287.70554862010727
CMIP,ACCESS-ESM1-5,historical,r12i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r12i1p1f1/Amon/tas/gn/v20200803/,1852,1852-07-01 14:00:00,287.72491028541555
CMIP,ACCESS-ESM1-5,historical,r12i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r12i1p1f1/Amon/tas/gn/v20200803/,1853,1853-07-01 17:00:00,287.78253488849924
CMIP,ACCESS-ESM1-5,historical,r12i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r12i1p1f1/Amon/tas/gn/v20200803/,1854,1854-07-01 17:00:00,287.6805569309896
CMIP,ACCESS-ESM1-5,historical,r12i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r12i1p1f1/Amon/tas/gn/v20200803/,1855,1855-07-01 17:00:00,287.56812277776663
CMIP,ACCESS-ESM1-5,historical,r12i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r12i1p1f1/Amon/tas/gn/v20200803/,1856,1856-07-01 14:00:00,287.73443938685637
CMIP,ACCESS-ESM1-5,historical,r12i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r12i1p1f1/Amon/tas/gn/v20200803/,1857,1857-07-01 17:00:00,287.80385019921977
CMIP,ACCESS-ESM1-5,historical,r12i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r12i1p1f1/Amon/tas/gn/v20200803/,1858,1858-07-01 17:00:00,287.795544862039
CMIP,ACCESS-ESM1-5,historical,r12i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CSIRO/ACCESS-ESM1-5/historical/r12i1p1f1/Amon/tas/gn/v20200803/,1859,1859-07-01 17:00:00,287.82147596616437
