,activity,model,experiment,ensemble_member,timestep,grid_type,file,year,tgav
0,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2015,288.1651543404539
1,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2016,288.36217715367934
2,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2017,288.45139431819285
3,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2018,288.45120970386216
4,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2019,288.40844077393973
5,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2020,288.5107948859954
6,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2021,288.7520899662546
7,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2022,288.7638463106355
8,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2023,288.91688659036623
9,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2024,288.75584340483186
10,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2025,288.7154954659195
11,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2026,288.82015584722444
12,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2027,288.972406545049
13,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2028,289.00103019339997
14,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2029,288.9033474028513
15,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2030,289.0686942056498
16,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2031,289.10893610737963
17,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2032,289.1840610536545
18,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2033,289.102424336751
19,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2034,289.2089257302532
20,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2035,289.2960725256514
21,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2036,289.45023953328683
22,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2037,289.62274047079825
23,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2038,289.53405216071116
24,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2039,289.6503797950646
25,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2040,289.64448715519654
26,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2041,289.82013132533046
27,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2042,289.96410661953604
28,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2043,289.8343257030626
29,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2044,289.7097823278199
30,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2045,289.81934523331506
31,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2046,289.97515776444334
32,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2047,290.1334510087169
33,ScenarioMIP,CanESM5,ssp585,r16i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/CCCma/CanESM5/ssp585/r16i1p1f1/Amon/tas/gn/,2048,290.243081418759
