activity,model,experiment,ensemble_member,timestep,grid_type,file,year,time,tgav
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1850,1850-07-01 17:00:00,288.5455568536561
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1851,1851-07-01 17:00:00,288.6853234856668
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1852,1852-07-01 14:00:00,288.73693998862194
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1853,1853-07-01 17:00:00,288.33295265283476
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1854,1854-07-01 17:00:00,288.319892257166
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1855,1855-07-01 17:00:00,288.35899174356024
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1856,1856-07-01 14:00:00,288.4045969910941
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1857,1857-07-01 17:00:00,288.4329656270679
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1858,1858-07-01 17:00:00,288.5948320089684
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1859,1859-07-01 17:00:00,288.56245352262425
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1860,1860-07-01 14:00:00,288.40323762355615
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1861,1861-07-01 17:00:00,288.3691516371172
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1862,1862-07-01 17:00:00,288.31756152200415
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1863,1863-07-01 17:00:00,288.3900763744863
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1864,1864-07-01 14:00:00,288.5501225930238
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1865,1865-07-01 17:00:00,288.528661686746
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1866,1866-07-01 17:00:00,288.3243705312582
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1867,1867-07-01 17:00:00,288.3207995667212
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1868,1868-07-01 14:00:00,288.4685157941167
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1869,1869-07-01 17:00:00,288.5527554858922
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1870,1870-07-01 17:00:00,288.5770480653605
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1871,1871-07-01 17:00:00,288.45008847291854
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1872,1872-07-01 14:00:00,288.3619593877447
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1873,1873-07-01 17:00:00,288.5662418883359
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1874,1874-07-01 17:00:00,288.5406036602949
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1875,1875-07-01 17:00:00,288.4797126450358
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1876,1876-07-01 14:00:00,288.3426825399395
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1877,1877-07-01 17:00:00,288.39077711077664
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1878,1878-07-01 17:00:00,288.4449630787314
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1879,1879-07-01 17:00:00,288.42019470500446
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1880,1880-07-01 14:00:00,288.4531613938653
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1881,1881-07-01 17:00:00,288.45681711112593
CMIP,MIROC6,historical,r49i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/MIROC/MIROC6/historical/r49i1p1f1/Amon/tas/gn/v20200519/,1882,1882-07-01 17:00:00,288.4257160928865
