,activity,model,experiment,ensemble_member,timestep,grid_type,file,year,tgav
0,ScenarioMIP,GISS-E2-1-G,ssp245,r6i1p1f2,Amon,gn,gs://cmip6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r6i1p1f2/Amon/tas/gn/,2015,287.81659231048513
1,ScenarioMIP,GISS-E2-1-G,ssp245,r6i1p1f2,Amon,gn,gs://cmip6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r6i1p1f2/Amon/tas/gn/,2016,287.84380200075094
2,ScenarioMIP,GISS-E2-1-G,ssp245,r6i1p1f2,Amon,gn,gs://cmip6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r6i1p1f2/Amon/tas/gn/,2017,287.62423108045925
3,ScenarioMIP,GISS-E2-1-G,ssp245,r6i1p1f2,Amon,gn,gs://cmip6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r6i1p1f2/Amon/tas/gn/,2018,287.66489004932333
4,ScenarioMIP,GISS-E2-1-G,ssp245,r6i1p1f2,Amon,gn,gs://cmip6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r6i1p1f2/Amon/tas/gn/,2019,287.8838063717604
5,ScenarioMIP,GISS-E2-1-G,ssp245,r6i1p1f2,Amon,gn,gs://cmip6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r6i1p1f2/Amon/tas/gn/,2020,288.00290716939526
6,ScenarioMIP,GISS-E2-1-G,ssp245,r6i1p1f2,Amon,gn,gs://cmip6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r6i1p1f2/Amon/tas/gn/,2021,287.63165921628155
7,ScenarioMIP,GISS-E2-1-G,ssp245,r6i1p1f2,Amon,gn,gs://cmip6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r6i1p1f2/Amon/tas/gn/,2022,287.7223403621298
8,ScenarioMIP,GISS-E2-1-G,ssp245,r6i1p1f2,Amon,gn,gs://cmip6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r6i1p1f2/Amon/tas/gn/,2023,288.15342739765174
9,ScenarioMIP,GISS-E2-1-G,ssp245,r6i1p1f2,Amon,gn,gs://cmip6/ScenarioMIP/NASA-GISS/GISS-E2-1-G/ssp245/r6i1p1f2/Amon/tas/gn/,2024,288.28241940400346
