,activity,model,experiment,ensemble_member,timestep,grid_type,file,year,tgav
0,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1850,286.53814528310096
1,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1851,286.55907493814317
2,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1852,286.5043028344869
3,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1853,286.6455278737773
4,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1854,286.6658436002148
5,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1855,286.6999712060612
6,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1856,286.70573785935295
7,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1857,286.6278948226604
8,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1858,286.6904712020068
9,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1859,286.5682868059851
10,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1860,286.7127207338189
11,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1861,286.7620296309059
12,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1862,286.57190103587067
13,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1863,286.6620631818751
14,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1864,286.65684875004587
15,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1865,286.6568555578911
16,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1866,286.6516033486253
17,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1867,286.6570082282158
18,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1868,286.7652357080983
19,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1869,286.8377848891967
20,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1870,286.73131712295725
21,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1871,286.77177656061104
22,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1872,286.8381730291242
23,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1873,286.96342891303
24,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1874,286.99239149212247
25,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1875,286.698719019613
26,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1876,286.6207374531305
27,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1877,286.68579069647495
28,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1878,286.7139110812255
29,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1879,286.7167834909754
30,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1880,286.6719851653907
31,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1881,286.885663969398
32,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1882,286.8853471321461
33,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1883,286.6611468356501
34,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1884,286.41398958228376
35,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1885,286.5077011171079
36,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1886,286.65954334971633
37,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1887,286.8487887717514
38,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1888,286.63581624373154
39,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1889,286.5528998293213
40,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1890,286.46859705418893
41,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1891,286.4683663806593
42,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1892,286.5719544444459
43,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1893,286.6048693435141
44,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1894,286.8303877887633
45,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1895,286.76493230947113
46,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1896,286.8112637484472
47,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1897,286.7842095681754
48,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1898,286.78589063043114
49,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1899,286.85386395933756
50,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1900,286.81427002830054
51,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1901,286.69587315239363
52,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1902,286.5231674972001
53,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1903,286.4526607372403
54,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1904,286.5166007651032
55,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1905,286.68878234223564
56,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1906,286.86607399528725
57,CMIP,MPI-ESM1-2-LR,historical,r2i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-LR/historical/r2i1p1f1/Amon/tas/gn/,1907,286.7649867509711
