activity,model,experiment,ensemble_member,timestep,grid_type,file,year,time,tgav
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1850,1850-07-01 17:00:00,286.4812352259684
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1851,1851-07-01 17:00:00,286.4740512991224
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1852,1852-07-01 17:00:00,286.4229872738635
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1853,1853-07-01 17:00:00,286.58939147766284
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1854,1854-07-01 17:00:00,286.5773798772372
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1855,1855-07-01 17:00:00,286.52383971697975
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1856,1856-07-01 17:00:00,286.4615179854084
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1857,1857-07-01 17:00:00,286.54771485402176
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1858,1858-07-01 17:00:00,286.7464569637361
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1859,1859-07-01 17:00:00,286.70728772616053
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1860,1860-07-01 17:00:00,286.5806410073612
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1861,1861-07-01 17:00:00,286.4330515038564
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1862,1862-07-01 17:00:00,286.52195663813114
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1863,1863-07-01 17:00:00,286.53051920351663
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1864,1864-07-01 17:00:00,286.5221960005352
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1865,1865-07-01 17:00:00,286.63173549286745
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1866,1866-07-01 17:00:00,286.76832109502766
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1867,1867-07-01 17:00:00,286.7413266923483
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1868,1868-07-01 17:00:00,286.73932949701185
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1869,1869-07-01 17:00:00,286.73277053736587
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1870,1870-07-01 17:00:00,286.69236066333843
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1871,1871-07-01 17:00:00,286.63888592897223
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1872,1872-07-01 17:00:00,286.73528832183405
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1873,1873-07-01 17:00:00,286.8383617164249
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1874,1874-07-01 17:00:00,286.5292435795139
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1875,1875-07-01 17:00:00,286.61394729164186
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1876,1876-07-01 17:00:00,286.7145827164583
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1877,1877-07-01 17:00:00,286.7995476507623
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1878,1878-07-01 17:00:00,286.82591225709217
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1879,1879-07-01 17:00:00,286.85539577876517
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1880,1880-07-01 17:00:00,286.8351869548756
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1881,1881-07-01 17:00:00,286.8469232161608
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1882,1882-07-01 17:00:00,286.744389139379
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1883,1883-07-01 17:00:00,286.7598248556204
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1884,1884-07-01 17:00:00,286.32185032465713
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1885,1885-07-01 17:00:00,286.35789425355523
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1886,1886-07-01 17:00:00,286.35523140388017
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1887,1887-07-01 17:00:00,286.46945672534054
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1888,1888-07-01 17:00:00,286.5290586837337
CMIP,CanESM5,historical,r14i1p1f1,Amon,gn,gs://cmip6/CMIP6/CMIP/CCCma/CanESM5/historical/r14i1p1f1/Amon/tas/gn/v20190429/,1889,1889-07-01 17:00:00,286.49798645492746
