,activity,model,experiment,ensemble_member,timestep,grid_type,file,year,tgav
0,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1850,287.0177624760391
1,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1851,287.1356436124548
2,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1852,287.04511131424243
3,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1853,286.9651723223496
4,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1854,286.888569400363
5,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1855,286.9772213074424
6,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1856,287.05101411881986
7,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1857,287.10648962595286
8,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1858,287.02886919044437
9,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1859,287.0912922083252
10,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1860,286.95520605559346
11,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1861,287.0210094020633
12,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1862,286.988053715768
13,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1863,287.0143982003666
14,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1864,286.89042967551285
15,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1865,286.92900278538065
16,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1866,287.02452685430177
17,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1867,287.1557040422833
18,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1868,287.1552434207205
19,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1869,287.1369261716168
20,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1870,287.08878035928456
21,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1871,287.0597233510014
22,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1872,286.9294234246053
23,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1873,286.9170924419648
24,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1874,286.92242511099397
25,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1875,286.9905556109517
26,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1876,286.93745124374624
27,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1877,286.92042601783123
28,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1878,286.97603294291144
29,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1879,286.98880233217045
30,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1880,286.92802281321684
31,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1881,287.0805810761245
32,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1882,287.05719290193764
33,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1883,286.98156888014717
34,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1884,286.65524587850285
35,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1885,286.801711061485
36,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1886,286.9233765764098
37,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1887,286.9675054971561
38,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1888,286.87094214498785
39,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1889,287.0060927806469
40,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1890,286.9369894296935
41,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1891,286.924845057323
42,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1892,287.05180968812584
43,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1893,287.0447133248834
44,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1894,287.0217321497492
45,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1895,286.99897784299884
46,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1896,287.0165116923219
47,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1897,286.98546628507086
48,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1898,287.01260138467995
49,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1899,287.1149207231102
50,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1900,287.06981808330295
51,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1901,287.01909115296274
52,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1902,287.0601626641883
53,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1903,286.8177943808693
54,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1904,286.980360976348
55,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1905,287.0703211457085
56,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1906,287.09925015881436
57,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1907,287.18485922257145
58,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1908,287.2093856615211
59,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1909,287.3148372042168
60,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1910,287.22472975767505
61,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1911,287.0567877187254
62,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1912,286.96741080215105
63,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1913,287.00801611606994
64,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1914,287.0887627562237
65,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1915,287.1647317759582
66,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1916,287.1086273177838
67,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1917,287.1198816735991
68,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1918,287.12615613047836
69,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1919,287.20080580684015
70,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1920,287.1940071138846
71,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1921,287.31699584920426
72,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1922,287.25038977149876
73,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1923,287.26810057032145
74,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1924,287.3104104457225
75,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1925,287.4352993098145
76,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1926,287.3660654184121
77,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1927,287.182101334774
78,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1928,287.2700226793225
79,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1929,287.2035693776284
80,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1930,287.0622551001167
81,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1931,287.1821206830959
82,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1932,287.2612818851696
83,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1933,287.2639804410157
84,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1934,287.3746924407889
85,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1935,287.42272921041246
86,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1936,287.18180849112485
87,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1937,287.24232502717575
88,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1938,287.24994360734723
89,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1939,287.2682406577598
90,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1940,287.2712235560704
91,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1941,287.3958733380385
92,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1942,287.4349120314816
93,CMIP,MPI-ESM1-2-HR,historical,r5i1p1f1,Amon,gn,gs://cmip6/CMIP/MPI-M/MPI-ESM1-2-HR/historical/r5i1p1f1/Amon/tas/gn/,1943,287.3608606816436
