,activity,model,experiment,ensemble_member,timestep,grid_type,file,year,tgav
0,ScenarioMIP,MPI-ESM1-2-HR,ssp370,r8i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Amon/tas/gn/,2015,288.17720639864444
1,ScenarioMIP,MPI-ESM1-2-HR,ssp370,r8i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Amon/tas/gn/,2016,288.25188739276336
2,ScenarioMIP,MPI-ESM1-2-HR,ssp370,r8i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Amon/tas/gn/,2017,288.2260875080419
3,ScenarioMIP,MPI-ESM1-2-HR,ssp370,r8i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Amon/tas/gn/,2018,288.2327962838628
4,ScenarioMIP,MPI-ESM1-2-HR,ssp370,r8i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Amon/tas/gn/,2019,288.25072885629305
5,ScenarioMIP,MPI-ESM1-2-HR,ssp370,r8i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Amon/tas/gn/,2020,288.3968183154172
6,ScenarioMIP,MPI-ESM1-2-HR,ssp370,r8i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Amon/tas/gn/,2021,288.49025063017245
7,ScenarioMIP,MPI-ESM1-2-HR,ssp370,r8i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Amon/tas/gn/,2022,288.429865276026
8,ScenarioMIP,MPI-ESM1-2-HR,ssp370,r8i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Amon/tas/gn/,2023,288.4794745979148
9,ScenarioMIP,MPI-ESM1-2-HR,ssp370,r8i1p1f1,Amon,gn,gs://cmip6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Amon/tas/gn/,2024,288.4968766584728
