activity,model,experiment,ensemble_member,timestep,grid_type,file,year,time,tgav
ScenarioMIP,CanESM5,ssp126,r10i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r10i1p1f1/Amon/tas/gn/v20190429/,2015,2015-07-01 17:00:00,288.52594636174524
ScenarioMIP,CanESM5,ssp126,r10i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r10i1p1f1/Amon/tas/gn/v20190429/,2016,2016-07-01 17:00:00,288.5879740052505
ScenarioMIP,CanESM5,ssp126,r10i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r10i1p1f1/Amon/tas/gn/v20190429/,2017,2017-07-01 17:00:00,288.50898102053185
ScenarioMIP,CanESM5,ssp126,r10i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r10i1p1f1/Amon/tas/gn/v20190429/,2018,2018-07-01 17:00:00,288.66163703612824
ScenarioMIP,CanESM5,ssp126,r10i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r10i1p1f1/Amon/tas/gn/v20190429/,2019,2019-07-01 17:00:00,288.67169484180096
ScenarioMIP,CanESM5,ssp126,r10i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r10i1p1f1/Amon/tas/gn/v20190429/,2020,2020-07-01 17:00:00,288.6811175880061
ScenarioMIP,CanESM5,ssp126,r10i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r10i1p1f1/Amon/tas/gn/v20190429/,2021,2021-07-01 17:00:00,288.7365332948405
ScenarioMIP,CanESM5,ssp126,r10i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r10i1p1f1/Amon/tas/gn/v20190429/,2022,2022-07-01 17:00:00,288.57378493164464
ScenarioMIP,CanESM5,ssp126,r10i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r10i1p1f1/Amon/tas/gn/v20190429/,2023,2023-07-01 17:00:00,288.3686732815417
ScenarioMIP,CanESM5,ssp126,r10i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r10i1p1f1/Amon/tas/gn/v20190429/,2024,2024-07-01 17:00:00,288.4794017939375
ScenarioMIP,CanESM5,ssp126,r10i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r10i1p1f1/Amon/tas/gn/v20190429/,2025,2025-07-01 17:00:00,288.679827039073
ScenarioMIP,CanESM5,ssp126,r10i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r10i1p1f1/Amon/tas/gn/v20190429/,2026,2026-07-01 17:00:00,288.87954516022745
ScenarioMIP,CanESM5,ssp126,r10i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r10i1p1f1/Amon/tas/gn/v20190429/,2027,2027-07-01 17:00:00,288.96335595420874
ScenarioMIP,CanESM5,ssp126,r10i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r10i1p1f1/Amon/tas/gn/v20190429/,2028,2028-07-01 17:00:00,288.79760523275434
ScenarioMIP,CanESM5,ssp126,r10i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r10i1p1f1/Amon/tas/gn/v20190429/,2029,2029-07-01 17:00:00,288.79862347400876
ScenarioMIP,CanESM5,ssp126,r10i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r10i1p1f1/Amon/tas/gn/v20190429/,2030,2030-07-01 17:00:00,288.87652401357906
ScenarioMIP,CanESM5,ssp126,r10i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r10i1p1f1/Amon/tas/gn/v20190429/,2031,2031-07-01 17:00:00,288.9274496360794
ScenarioMIP,CanESM5,ssp126,r10i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r10i1p1f1/Amon/tas/gn/v20190429/,2032,2032-07-01 17:00:00,288.9105582304813
ScenarioMIP,CanESM5,ssp126,r10i1p1f1,Amon,gn,gs://cmip6/CMIP6/ScenarioMIP/CCCma/CanESM5/ssp126/r10i1p1f1/Amon/tas/gn/v20190429/,2033,2033-07-01 17:00:00,288.95278866580327
