variable,experiment,ensemble,model,year,value
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0001,-0.5838357918852921
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0001,-0.5838357918852921
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0002,-0.5341166920479168
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0002,-0.5341166920479168
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0003,-0.4439289168125242
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0003,-0.4439289168125242
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0004,-0.6268904487582745
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0004,-0.6268904487582745
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0005,-0.48637816307387993
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0005,-0.48637816307387993
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0006,-0.39049939704671033
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0006,-0.39049939704671033
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0007,-0.4952366733800204
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0007,-0.4952366733800204
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0008,-0.6006098218011857
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0008,-0.6006098218011857
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0009,-0.7611604764160234
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0009,-0.7611604764160234
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0010,-0.742800506649985
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0010,-0.742800506649985
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0011,-0.7247599253096837
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0011,-0.7247599253096837
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0012,-0.576646836187706
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0012,-0.576646836187706
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0013,-0.5328966655772547
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0013,-0.5328966655772547
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0014,-0.36143925213963257
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0014,-0.36143925213963257
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0015,-0.19936674315943037
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0015,-0.19936674315943037
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0016,-0.10547377672662606
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0016,-0.10547377672662606
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0017,-0.10982520659268857
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0017,-0.10982520659268857
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0018,-0.01232806552530974
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0018,-0.01232806552530974
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0019,-0.3163541267655319
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0019,-0.3163541267655319
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0020,-0.3147378477265761
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0020,-0.3147378477265761
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0021,-0.10734651259252814
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0021,-0.10734651259252814
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0022,-0.1663591559349129
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0022,-0.1663591559349129
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0023,-0.25262525256499657
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0023,-0.25262525256499657
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0024,-0.17346153055746072
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0024,-0.17346153055746072
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0025,-0.15003773681854682
tas,1pctCO2,r1i1p1f1,NorESM2-LM,0025,-0.15003773681854682
