variable,experiment,ensemble,model,year,value
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1850,-0.6701189305189246
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1851,-0.5682859934905764
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1852,-0.7565557072972524
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1853,-0.7362912659408494
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1854,-0.642110910686597
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1855,-0.6478795916273725
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1856,-0.5006998667112157
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1857,-0.4583570694733794
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1858,-0.728934032777488
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1859,-0.7409208993097991
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1860,-0.5457697381969524
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1861,-0.3232452828941632
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1862,-0.5518307558326114
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1863,-0.7522649722910728
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1864,-0.5593869667686704
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1865,-0.2934785322066773
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1866,-0.25454331608813163
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1867,-0.5605575068678945
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1868,-0.5063227396123011
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1869,-0.4524416713076107
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1870,-0.30602159675993335
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1871,-0.1574790815113829
tas,1pctCO2,r1i1p1f2,MIROC-ES2L,1872,-0.08947909199036985
