model,experiment,ensemble,variable,zstore,domain
MPI-ESM1-2-HR,ssp370,r8i1p1f1,wap,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Amon/wap/gn/v20190710/,Amon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,vas,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Amon/vas/gn/v20190710/,Amon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,va,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Amon/va/gn/v20190710/,Amon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,uas,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Amon/uas/gn/v20190710/,Amon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,ua,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Amon/ua/gn/v20190710/,Amon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,ts,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Amon/ts/gn/v20190710/,Amon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,tauv,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Amon/tauv/gn/v20190710/,Amon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,tauu,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Amon/tauu/gn/v20190710/,Amon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,tasmin,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Amon/tasmin/gn/v20190710/,Amon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,bddtdife,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Oyr/bddtdife/gn/v20190710/,Oyr
MPI-ESM1-2-HR,ssp370,r8i1p1f1,no3,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Oyr/no3/gn/v20190710/,Oyr
MPI-ESM1-2-HR,ssp370,r8i1p1f1,opottempdiff,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Oyr/opottempdiff/gn/v20190710/,Oyr
MPI-ESM1-2-HR,ssp370,r8i1p1f1,bddtalk,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Oyr/bddtalk/gn/v20190710/,Oyr
MPI-ESM1-2-HR,ssp370,r8i1p1f1,ocfriver,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Omon/ocfriver/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,o2sat,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Omon/o2sat/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,o2min,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Omon/o2min/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,o2,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Omon/o2/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,mlotst,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Omon/mlotst/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,masscello,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Omon/masscello/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,intpp,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Omon/intpp/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,icfriver,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Omon/icfriver/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,fsn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Omon/fsn/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,fsitherm,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Omon/fsitherm/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,fsfe,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Omon/fsfe/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,froc,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Omon/froc/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,frn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Omon/frn/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,fric,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Omon/fric/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,so,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Omon/so/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,sos,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Omon/sos/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,zos,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Omon/zos/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,sosga,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Omon/sosga/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,zo2min,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Omon/zo2min/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,wo,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Omon/wo/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,wmo,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Omon/wmo/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,pbo,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Omon/pbo/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,o3,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Amon/o3/gn/v20190710/,Amon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,ph,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Omon/ph/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,soga,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Omon/soga/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,opottempmint,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Oyr/opottempmint/gn/v20190710/,Oyr
MPI-ESM1-2-HR,ssp370,r8i1p1f1,pon,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Oyr/pon/gn/v20190710/,Oyr
MPI-ESM1-2-HR,ssp370,r8i1p1f1,phyp,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Oyr/phyp/gn/v20190710/,Oyr
MPI-ESM1-2-HR,ssp370,r8i1p1f1,phyn,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Oyr/phyn/gn/v20190710/,Oyr
MPI-ESM1-2-HR,ssp370,r8i1p1f1,phyfe,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Oyr/phyfe/gn/v20190710/,Oyr
MPI-ESM1-2-HR,ssp370,r8i1p1f1,phyc,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Oyr/phyc/gn/v20190710/,Oyr
MPI-ESM1-2-HR,ssp370,r8i1p1f1,pcalc,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Oyr/pcalc/gn/v20190710/,Oyr
MPI-ESM1-2-HR,ssp370,r8i1p1f1,pbsi,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Oyr/pbsi/gn/v20190710/,Oyr
MPI-ESM1-2-HR,ssp370,r8i1p1f1,pbfe,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Oyr/pbfe/gn/v20190710/,Oyr
MPI-ESM1-2-HR,ssp370,r8i1p1f1,osalttend,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Oyr/osalttend/gn/v20190710/,Oyr
MPI-ESM1-2-HR,ssp370,r8i1p1f1,osaltrmadvect,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Oyr/osaltrmadvect/gn/v20190710/,Oyr
MPI-ESM1-2-HR,ssp370,r8i1p1f1,osaltpmdiff,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Oyr/osaltpmdiff/gn/v20190710/,Oyr
MPI-ESM1-2-HR,ssp370,r8i1p1f1,osaltpadvect,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Oyr/osaltpadvect/gn/v20190710/,Oyr
MPI-ESM1-2-HR,ssp370,r8i1p1f1,osaltdiff,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Oyr/osaltdiff/gn/v20190710/,Oyr
MPI-ESM1-2-HR,ssp370,r8i1p1f1,opottemptend,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Oyr/opottemptend/gn/v20190710/,Oyr
MPI-ESM1-2-HR,ssp370,r8i1p1f1,opottemprmadvect,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Oyr/opottemprmadvect/gn/v20190710/,Oyr
MPI-ESM1-2-HR,ssp370,r8i1p1f1,opottemppmdiff,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Oyr/opottemppmdiff/gn/v20190710/,Oyr
MPI-ESM1-2-HR,ssp370,r8i1p1f1,opottemppadvect,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Oyr/opottemppadvect/gn/v20190710/,Oyr
MPI-ESM1-2-HR,ssp370,r8i1p1f1,bddtdic,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Oyr/bddtdic/gn/v20190710/,Oyr
MPI-ESM1-2-HR,ssp370,r8i1p1f1,zostoga,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Omon/zostoga/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,frfe,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Omon/frfe/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,rsntds,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Omon/rsntds/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,sftgif,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/fx/sftgif/gn/v20190710/,fx
MPI-ESM1-2-HR,ssp370,r8i1p1f1,rootd,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/fx/rootd/gn/v20190710/,fx
MPI-ESM1-2-HR,ssp370,r8i1p1f1,orog,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/fx/orog/gn/v20190710/,fx
MPI-ESM1-2-HR,ssp370,r8i1p1f1,areacella,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/fx/areacella/gn/v20190710/,fx
MPI-ESM1-2-HR,ssp370,r8i1p1f1,sftlf,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/fx/sftlf/gn/v20190710/,fx
MPI-ESM1-2-HR,ssp370,r8i1p1f1,clivi,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Amon/clivi/gn/v20190710/,Amon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,vas,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/3hr/vas/gn/v20190710/,3hr
MPI-ESM1-2-HR,ssp370,r8i1p1f1,uas,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/3hr/uas/gn/v20190710/,3hr
MPI-ESM1-2-HR,ssp370,r8i1p1f1,tas,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/3hr/tas/gn/v20190710/,3hr
MPI-ESM1-2-HR,ssp370,r8i1p1f1,huss,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/3hr/huss/gn/v20190710/,3hr
MPI-ESM1-2-HR,ssp370,r8i1p1f1,mrsofc,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/fx/mrsofc/gn/v20190815/,fx
MPI-ESM1-2-HR,ssp370,r8i1p1f1,hurs,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Amon/hurs/gn/v20190815/,Amon
MPI-ESM1-2-HR,ssp370,r8i1p1f1,o2sat,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r8i1p1f1/Oyr/o2sat/gn/v20200909/,Oyr
MPI-ESM1-2-HR,ssp370,r9i1p1f1,dissoc,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Omon/dissoc/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,dissic,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Omon/dissic/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,chl,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Omon/chl/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,volcello,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Ofx/volcello/gn/v20190710/,Ofx
MPI-ESM1-2-HR,ssp370,r9i1p1f1,thkcello,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Ofx/thkcello/gn/v20190710/,Ofx
MPI-ESM1-2-HR,ssp370,r9i1p1f1,sftof,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Ofx/sftof/gn/v20190710/,Ofx
MPI-ESM1-2-HR,ssp370,r9i1p1f1,masscello,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Ofx/masscello/gn/v20190710/,Ofx
MPI-ESM1-2-HR,ssp370,r9i1p1f1,deptho,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Ofx/deptho/gn/v20190710/,Ofx
MPI-ESM1-2-HR,ssp370,r9i1p1f1,basin,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Ofx/basin/gn/v20190710/,Ofx
MPI-ESM1-2-HR,ssp370,r9i1p1f1,dpo2,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Omon/dpo2/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,areacello,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Ofx/areacello/gn/v20190710/,Ofx
MPI-ESM1-2-HR,ssp370,r9i1p1f1,difvso,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Oclim/difvso/gn/v20190710/,Oclim
MPI-ESM1-2-HR,ssp370,r9i1p1f1,difvmo,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Oclim/difvmo/gn/v20190710/,Oclim
MPI-ESM1-2-HR,ssp370,r9i1p1f1,difvho,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Oclim/difvho/gn/v20190710/,Oclim
MPI-ESM1-2-HR,ssp370,r9i1p1f1,tos,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Oday/tos/gn/v20190710/,Oday
MPI-ESM1-2-HR,ssp370,r9i1p1f1,epc100,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Omon/epc100/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,epcalc100,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Omon/epcalc100/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,mrsos,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Lmon/mrsos/gn/v20190710/,Lmon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,mrro,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Lmon/mrro/gn/v20190710/,Lmon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,snw,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/LImon/snw/gn/v20190710/,LImon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,vegFrac,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Eyr/vegFrac/gn/v20190710/,Eyr
MPI-ESM1-2-HR,ssp370,r9i1p1f1,treeFrac,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Eyr/treeFrac/gn/v20190710/,Eyr
MPI-ESM1-2-HR,ssp370,r9i1p1f1,shrubFrac,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Eyr/shrubFrac/gn/v20190710/,Eyr
MPI-ESM1-2-HR,ssp370,r9i1p1f1,residualFrac,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Eyr/residualFrac/gn/v20190710/,Eyr
MPI-ESM1-2-HR,ssp370,r9i1p1f1,grassFrac,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Eyr/grassFrac/gn/v20190710/,Eyr
MPI-ESM1-2-HR,ssp370,r9i1p1f1,cropFrac,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Eyr/cropFrac/gn/v20190710/,Eyr
MPI-ESM1-2-HR,ssp370,r9i1p1f1,baresoilFrac,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Eyr/baresoilFrac/gn/v20190710/,Eyr
MPI-ESM1-2-HR,ssp370,r9i1p1f1,ua,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/EdayZ/ua/gn/v20190710/,EdayZ
MPI-ESM1-2-HR,ssp370,r9i1p1f1,ta,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/EdayZ/ta/gn/v20190710/,EdayZ
MPI-ESM1-2-HR,ssp370,r9i1p1f1,prw,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Eday/prw/gn/v20190710/,Eday
MPI-ESM1-2-HR,ssp370,r9i1p1f1,hur,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/CFmon/hur/gn/v20190710/,CFmon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,ps,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/CFday/ps/gn/v20190710/,CFday
MPI-ESM1-2-HR,ssp370,r9i1p1f1,zg,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Amon/zg/gn/v20190710/,Amon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,wap,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Amon/wap/gn/v20190710/,Amon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,vas,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Amon/vas/gn/v20190710/,Amon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,va,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Amon/va/gn/v20190710/,Amon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,lai,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Lmon/lai/gn/v20190710/,Lmon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,mrso,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Lmon/mrso/gn/v20190710/,Lmon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,epsi100,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Omon/epsi100/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,uas,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Amon/uas/gn/v20190710/,Amon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,fbddtalk,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Omon/fbddtalk/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,fbddtdife,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Omon/fbddtdife/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,o2,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Omon/o2/gn/v20190710/,Omon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,sfcWind,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Amon/sfcWind/gn/v20190710/,Amon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,rsutcs,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Amon/rsutcs/gn/v20190710/,Amon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,rsut,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Amon/rsut/gn/v20190710/,Amon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,rsus,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Amon/rsus/gn/v20190710/,Amon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,rsdt,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Amon/rsdt/gn/v20190710/,Amon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,rsds,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Amon/rsds/gn/v20190710/,Amon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,rlutcs,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Amon/rlutcs/gn/v20190710/,Amon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,rlut,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Amon/rlut/gn/v20190710/,Amon
MPI-ESM1-2-HR,ssp370,r9i1p1f1,rlus,gs://cmip6/CMIP6/ScenarioMIP/DKRZ/MPI-ESM1-2-HR/ssp370/r9i1p1f1/Amon/rlus/gn/v20190710/,Amon
