variable,experiment,ensemble,model,year,value
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1850,-0.7527197320712844
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1851,-0.6430373296854555
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1852,-0.6265593842248904
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1853,-0.6716546366168359
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1854,-0.7368345770055953
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1855,-0.7000758996188665
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1856,-0.7567720343141104
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1857,-0.6484020692703325
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1858,-0.41523163827235976
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1859,-0.5987457373083771
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1860,-0.4124673337515219
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1861,-0.3883165566530806
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1862,-0.27150205570291064
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1863,-0.31293199613122624
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1864,-0.4473083568827292
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1865,-0.43523095695832126
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1866,-0.37529848355779905
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1867,-0.33113795746481856
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1868,-0.2764937423158358
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1869,-0.21375732276942472
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1870,-0.19819836547304703
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1871,-0.4684329100451805
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1872,-0.24051156489849745
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1873,-0.13936380283058725
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1874,-0.36763429485569077
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1875,-0.17804990259998021
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1876,0.12178931958146677
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1877,0.11836782268846946
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1878,0.10756122678998281
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1879,0.03529966129144668
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1880,0.12285203989159754
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1881,-0.1318379715089577
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1882,0.011024556472136737
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1883,-0.11275129822092822
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1884,0.016912351111329826
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1885,0.1977842209569758
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1886,0.21442491379212925
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1887,-0.0009150195133429406
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1888,0.052015444229823515
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1889,0.029345764863649038
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1890,0.15763367403667417
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1891,0.23510685945808518
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1892,0.16339809118994708
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1893,0.1660746367006709
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1894,0.3603314485396254
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1895,0.3724399491792951
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1896,0.41599596277961837
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1897,0.5395808531801549
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1898,0.4809155127476856
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1899,0.45143157013598056
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1900,0.59981450972316
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1901,0.5058116292328805
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1902,0.5291713745266975
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1903,0.5216816784981688
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1904,0.4432795239134748
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1905,0.5284936079026465
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1906,0.46130020790752724
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1907,0.6521237293925424
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1908,0.7041534018767948
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1909,0.598820267482381
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1910,0.7322029721456147
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1911,0.6739427994044718
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1912,0.6494439442998328
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1913,0.7125800810354121
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1914,0.8562236829357062
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1915,0.8620515155682824
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1916,1.0810960680604467
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1917,0.955858244387116
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1918,0.8828506856604577
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1919,0.8999905249156086
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1920,0.9461301632712775
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1921,1.036000551745019
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1922,1.044002573147793
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1923,1.000829707128446
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1924,1.0458074619796207
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1925,1.0041967857169993
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1926,0.9962397644832208
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1927,1.2500827358293236
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1928,1.2950967020366875
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1929,1.1519936499595929
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1930,1.3840504135526999
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1931,1.540840333200208
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1932,1.2392010484707043
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1933,1.2077821007031275
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1934,1.3877657429586066
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1935,1.380213639987744
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1936,1.5754358986349644
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1937,1.6628942285738049
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1938,1.5644349826987423
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1939,1.5949594501718707
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1940,1.671446617566346
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1941,1.4023691858943153
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1942,1.5972025210249967
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1943,1.7226441064691471
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1944,1.5939085517312606
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1945,1.6565776453296053
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1946,1.7775818189093684
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1947,1.8774536567232758
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1948,1.7130272585093849
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1949,1.9224904596485999
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1950,1.9435330141449185
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1951,1.896867318568809
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1952,1.9807776526615726
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1953,2.143727703050729
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1954,2.169808704216905
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1955,1.9979238639988353
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1956,1.9955899346470574
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1957,2.1248101113504276
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1958,2.0947265218293296
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1959,1.9561530959358606
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1960,2.083685840287501
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1961,2.1043091616200513
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1962,2.207471399915562
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1963,2.1112955398432405
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1964,2.2004106492450433
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1965,2.277088625991894
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1966,2.3135248910637642
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1967,2.4238888642918823
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1968,2.48040258744669
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1969,2.4881797780285524
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1970,2.4201466886548246
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1971,2.3935774652719033
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1972,2.4008509723192333
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1973,2.4783170208906995
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1974,2.673193270679633
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1975,2.494641121082566
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1976,2.6288797269896804
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1977,2.643749702395951
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1978,2.6019333483968694
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1979,2.772372405329463
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1980,2.8270194708510985
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1981,2.732294758910257
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1982,2.679084865084974
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1983,2.8657794318713172
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1984,2.9924938545481723
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1985,3.0717294416708114
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1986,3.1380383716476103
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1987,3.165011139439855
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1988,3.169186273759067
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1989,3.1121204648074468
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1990,2.985601826806999
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1991,3.2263648143397177
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1992,3.257043190579111
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1993,3.43803643167945
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1994,3.312962051480099
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1995,3.4159866122889753
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1996,3.4771958707131603
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1997,3.39073547574111
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1998,3.5051805816963792
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,1999,3.670469399760975
tas,1pctCO2,r1i1p1f1,MRI-ESM2-0,2000,3.485833926824398
tas,1pctCO2,r1i2p1f1,MRI-ESM2-0,1850,-0.7204094650741695
tas,1pctCO2,r1i2p1f1,MRI-ESM2-0,1851,-0.6494367801819294
