variable,experiment,ensemble,model,year,value
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1850,-1.0176519380232207
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1850,-1.0176519380232207
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1851,-0.939950356277393
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1851,-0.939950356277393
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1852,-0.9717428870534945
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1852,-0.9717428870534945
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1853,-0.9546093724817979
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1853,-0.9546093724817979
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1854,-0.9756243971106073
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1854,-0.9756243971106073
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1855,-0.7830071564694094
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1855,-0.7830071564694094
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1856,-0.8163152726905878
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1856,-0.8163152726905878
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1857,-0.907055093676945
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1857,-0.907055093676945
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1858,-0.9567658070952803
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1858,-0.9567658070952803
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1859,-0.9390336961820935
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1859,-0.9390336961820935
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1860,-0.8260315014418893
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1860,-0.8260315014418893
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1861,-0.852272323564705
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1861,-0.852272323564705
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1862,-0.7282993621612945
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1862,-0.7282993621612945
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1863,-0.7566826331834591
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1863,-0.7566826331834591
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1864,-0.790438743599509
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1864,-0.790438743599509
tas,1pctCO2,r1i1p1f1,AWI-CM-1-1-MR,1865,-0.5764087988578126
