variable,experiment,ensemble,model,year,value
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0001,-0.35487394265106786
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0001,-0.35487394265106786
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0002,-0.5495014014573485
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0002,-0.5495014014573485
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0003,-0.7186268463648844
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0003,-0.7186268463648844
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0004,-0.6450675262993286
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0004,-0.6450675262993286
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0005,-0.6225466450964063
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0005,-0.6225466450964063
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0006,-0.31761182999542825
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0006,-0.31761182999542825
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0007,-0.2947541473138813
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0007,-0.2947541473138813
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0008,-0.5293728656067742
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0008,-0.5293728656067742
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0009,-0.5432878191522263
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0009,-0.5432878191522263
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0010,-0.31947272541987104
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0010,-0.31947272541987104
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0011,-0.46603495286109364
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0011,-0.46603495286109364
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0012,-0.41855785180371186
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0012,-0.41855785180371186
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0013,-0.2833778226053596
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0013,-0.2833778226053596
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0014,-0.3089618293759031
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0014,-0.3089618293759031
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0015,-0.3340600731718837
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0015,-0.3340600731718837
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0016,-0.29692434540442036
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0016,-0.29692434540442036
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0017,-0.2677380082153036
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0017,-0.2677380082153036
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0018,-0.3909414106036593
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0018,-0.3909414106036593
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0019,-0.46862094081791383
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0019,-0.46862094081791383
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0020,-0.35411387315394904
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0020,-0.35411387315394904
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0021,-0.2912066113277092
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0021,-0.2912066113277092
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0022,-0.3058991462824565
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0022,-0.3058991462824565
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0023,-0.41017722630766684
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0023,-0.41017722630766684
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0024,-0.35181092379883694
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0024,-0.35181092379883694
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0025,-0.13390848714010417
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0025,-0.13390848714010417
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0026,-0.08561355134401083
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0026,-0.08561355134401083
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0027,-0.13674293332559273
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0027,-0.13674293332559273
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0028,-0.0047143448428528245
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0028,-0.0047143448428528245
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0029,0.05759845971766708
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0029,0.05759845971766708
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0030,0.0298179510442651
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0030,0.0298179510442651
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0031,0.14745806849964538
tas,1pctCO2,r1i1p1f1,NorESM2-MM,0031,0.14745806849964538
