variable,experiment,ensemble,model,year,value
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3030,-0.40215216415441546
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3031,-0.4160979682179118
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3032,-0.5202438657717607
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3033,-0.35579177209950785
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3034,-0.49993738044537395
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3035,-0.49419922896208845
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3036,-0.41091420083103003
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3037,-0.40982484882613335
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3038,-0.4428445455429255
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3039,-0.5237292046116409
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3040,-0.44977256804912713
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3041,-0.2949416605117108
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3042,-0.5236565263590478
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3043,-0.3308357585269164
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3044,-0.3060784043003082
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3045,-0.2423215197343893
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3046,-0.16098596645190355
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3047,-0.2538345292408053
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3048,-0.163062517638366
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3049,-0.13505118370358105
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3050,0.10170279258778692
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3051,0.013242970596024861
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3052,-0.09286381294487
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3053,-0.06964103334155425
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3054,-0.10082471587452346
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3055,0.02340207058858823
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3056,0.15256729019614568
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3057,0.009373719693257954
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3058,0.019413318911233546
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3059,0.16558304356220788
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3060,0.27016396752952687
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3061,0.4056638106582682
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3062,0.14654424902147412
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3063,0.20209300425312904
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3064,0.2689938136633714
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3065,0.2625405584349778
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3066,0.32989552973259606
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3067,0.43961572470067267
tas,1pctCO2,r1i1p1f1,CAMS-CSM1-0,3068,0.3862332294459634
