variable,experiment,ensemble,model,year,value
tas,1pctCO2,r1i1p1f1,MIROC6,3200,-0.6944173933082425
tas,1pctCO2,r1i1p1f1,MIROC6,3201,-0.5629470335549058
tas,1pctCO2,r1i1p1f1,MIROC6,3202,-0.5699128730339567
tas,1pctCO2,r1i1p1f1,MIROC6,3203,-0.5986264361591225
tas,1pctCO2,r1i1p1f1,MIROC6,3204,-0.4872538218838258
tas,1pctCO2,r1i1p1f1,MIROC6,3205,-0.4699177240046879
tas,1pctCO2,r1i1p1f1,MIROC6,3206,-0.5617365341607865
tas,1pctCO2,r1i1p1f1,MIROC6,3207,-0.48817622404845906
tas,1pctCO2,r1i1p1f1,MIROC6,3208,-0.4857120715548149
tas,1pctCO2,r1i1p1f1,MIROC6,3209,-0.36812068898632333
tas,1pctCO2,r1i1p1f1,MIROC6,3210,-0.230958684491668
tas,1pctCO2,r1i1p1f1,MIROC6,3211,-0.09605889008383883
tas,1pctCO2,r1i1p1f1,MIROC6,3212,-0.507512345538828
tas,1pctCO2,r1i1p1f1,MIROC6,3213,-0.552690882264244
tas,1pctCO2,r1i1p1f1,MIROC6,3214,-0.5393762728379556
tas,1pctCO2,r1i1p1f1,MIROC6,3215,-0.5480434818272784
tas,1pctCO2,r1i1p1f1,MIROC6,3216,-0.4023637645747158
tas,1pctCO2,r1i1p1f1,MIROC6,3217,-0.29464112771387363
tas,1pctCO2,r1i1p1f1,MIROC6,3218,-0.20477638581979818
tas,1pctCO2,r1i1p1f1,MIROC6,3219,0.09746673880994194
tas,1pctCO2,r1i1p1f1,MIROC6,3220,-0.29818055590243375
tas,1pctCO2,r1i1p1f1,MIROC6,3221,-0.38248058143784647
tas,1pctCO2,r1i1p1f1,MIROC6,3222,-0.2534959568251338
tas,1pctCO2,r1i1p1f1,MIROC6,3223,-0.2523678020457396
tas,1pctCO2,r1i1p1f1,MIROC6,3224,-0.23568215440718632
tas,1pctCO2,r1i1p1f1,MIROC6,3225,-0.23835468756220735
tas,1pctCO2,r1i1p1f1,MIROC6,3226,-0.23274259988778567
tas,1pctCO2,r1i1p1f1,MIROC6,3227,-0.1944884223565282
tas,1pctCO2,r1i1p1f1,MIROC6,3228,-0.20466936514202416
tas,1pctCO2,r1i1p1f1,MIROC6,3229,-0.10390640378943772
tas,1pctCO2,r1i1p1f1,MIROC6,3230,-0.09124315530067406
tas,1pctCO2,r1i1p1f1,MIROC6,3231,-0.034740926021470386
tas,1pctCO2,r1i1p1f1,MIROC6,3232,0.2968929773734317
tas,1pctCO2,r1i1p1f1,MIROC6,3233,0.40591320923266494
tas,1pctCO2,r1i1p1f1,MIROC6,3234,-0.026517400620207354
tas,1pctCO2,r1i1p1f1,MIROC6,3235,-0.14616561102417336
tas,1pctCO2,r1i1p1f1,MIROC6,3236,-0.07731970482717543
tas,1pctCO2,r1i1p1f1,MIROC6,3237,0.14143467533392595
tas,1pctCO2,r1i1p1f1,MIROC6,3238,0.12911176571680016
tas,1pctCO2,r1i1p1f1,MIROC6,3239,0.10254394037855263
tas,1pctCO2,r1i1p1f1,MIROC6,3240,0.16641989206198105
tas,1pctCO2,r1i1p1f1,MIROC6,3241,0.30372955288709136
tas,1pctCO2,r1i1p1f1,MIROC6,3242,0.29385467032665247
tas,1pctCO2,r1i1p1f1,MIROC6,3243,0.042262346852737664
tas,1pctCO2,r1i1p1f1,MIROC6,3244,0.04937142878685563
tas,1pctCO2,r1i1p1f1,MIROC6,3245,0.24539770450161313
tas,1pctCO2,r1i1p1f1,MIROC6,3246,0.35487054045910327
tas,1pctCO2,r1i1p1f1,MIROC6,3247,0.3801362321351007
tas,1pctCO2,r1i1p1f1,MIROC6,3248,0.22266565929390936
tas,1pctCO2,r1i1p1f1,MIROC6,3249,0.23153092132417896
tas,1pctCO2,r1i1p1f1,MIROC6,3250,0.37269631248710766
tas,1pctCO2,r1i1p1f1,MIROC6,3251,0.35446366548711694
tas,1pctCO2,r1i1p1f1,MIROC6,3252,0.5477971892701134
tas,1pctCO2,r1i1p1f1,MIROC6,3253,0.7815951646217627
tas,1pctCO2,r1i1p1f1,MIROC6,3254,0.5110256208149053
tas,1pctCO2,r1i1p1f1,MIROC6,3255,0.33337533902226824
