variable,experiment,ensemble,model,year,value
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1850,-0.9287805260790947
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1850,-0.9287805260790947
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1851,-0.8851715247251946
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1851,-0.8851715247251946
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1852,-0.6904658240147796
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1852,-0.6904658240147796
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1853,-0.5783119252474194
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1853,-0.5783119252474194
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1854,-0.7230197542343717
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1854,-0.7230197542343717
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1855,-0.7916946234107058
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1855,-0.7916946234107058
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1856,-0.8677177101193365
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1856,-0.8677177101193365
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1857,-0.8377855633677314
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1857,-0.8377855633677314
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1858,-0.7520269320925763
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1858,-0.7520269320925763
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1859,-0.6364815138315976
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1859,-0.6364815138315976
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1860,-0.5353327778347534
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1860,-0.5353327778347534
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1861,-0.5502527423244601
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1861,-0.5502527423244601
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1862,-0.46071749978909793
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1862,-0.46071749978909793
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1863,-0.36345495769148783
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1863,-0.36345495769148783
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1864,-0.423897486764929
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1864,-0.423897486764929
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1865,-0.37701278531920934
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1865,-0.37701278531920934
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1866,-0.5044529842529641
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1866,-0.5044529842529641
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1867,-0.49873135303215577
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1867,-0.49873135303215577
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1868,-0.37301047582189995
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1868,-0.37301047582189995
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1869,-0.2534382226978664
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1869,-0.2534382226978664
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1870,-0.38285539610961905
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1870,-0.38285539610961905
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1871,-0.5151568254655672
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1871,-0.5151568254655672
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1872,-0.5439799585856804
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1872,-0.5439799585856804
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1873,-0.4834640639705299
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1873,-0.4834640639705299
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1874,-0.3262540203049866
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1874,-0.3262540203049866
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1875,-0.30466721436624766
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1875,-0.30466721436624766
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1876,-0.21244671851576413
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1876,-0.21244671851576413
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1877,-0.3009306062766086
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1877,-0.3009306062766086
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1878,-0.26317692722000174
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1878,-0.26317692722000174
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1879,-0.45071353160426497
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1879,-0.45071353160426497
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1880,-0.232775618133644
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1880,-0.232775618133644
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1881,-0.09555576804183374
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1881,-0.09555576804183374
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1882,-0.0013783233825392927
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1882,-0.0013783233825392927
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1883,-0.0383585522012595
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1883,-0.0383585522012595
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1884,-0.13808122418072344
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1884,-0.13808122418072344
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1885,-0.14515046249164243
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1885,-0.14515046249164243
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1886,-0.03770429468653447
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1886,-0.03770429468653447
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1887,0.18575324264423898
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1887,0.18575324264423898
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1888,0.09707563309399347
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1888,0.09707563309399347
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1889,0.05838670298902571
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1889,0.05838670298902571
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1890,0.10210874651261292
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1890,0.10210874651261292
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1891,-0.07297432322019404
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1891,-0.07297432322019404
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1892,0.05330252233574129
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1892,0.05330252233574129
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1893,0.13935555058509408
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1893,0.13935555058509408
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1894,0.07682130003297516
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1894,0.07682130003297516
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1895,0.0037583558953997454
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1895,0.0037583558953997454
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1896,0.13464627422501962
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1896,0.13464627422501962
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1897,0.12602925010406807
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1897,0.12602925010406807
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1898,0.13912422952967063
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1898,0.13912422952967063
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1899,0.17205615175623734
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1899,0.17205615175623734
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1900,0.5413215570887928
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1900,0.5413215570887928
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1901,0.7024672370109215
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1901,0.7024672370109215
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1902,0.4207067952273178
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1902,0.4207067952273178
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1903,0.4435665998559557
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1903,0.4435665998559557
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1904,0.38679777000220383
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1904,0.38679777000220383
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1905,0.4661526399476088
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1905,0.4661526399476088
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1906,0.5439113458166389
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1906,0.5439113458166389
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1907,0.6419249842072645
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1907,0.6419249842072645
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1908,0.5191871510511419
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1908,0.5191871510511419
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1909,0.5590256038630628
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1909,0.5590256038630628
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1910,0.6711212109690337
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1910,0.6711212109690337
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1911,0.7357006185565069
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1911,0.7357006185565069
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1912,0.5980760568484129
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1912,0.5980760568484129
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1913,0.6269675528822063
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1913,0.6269675528822063
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1914,0.7017003685781447
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1914,0.7017003685781447
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1915,0.7625188749353242
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1915,0.7625188749353242
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1916,1.017158565410341
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1916,1.017158565410341
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1917,1.1953831822025904
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1917,1.1953831822025904
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1918,0.7334770716353205
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1918,0.7334770716353205
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1919,0.6564031567614848
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1919,0.6564031567614848
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1920,0.821557732699489
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1920,0.821557732699489
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1921,0.907616117079499
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1921,0.907616117079499
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1922,1.2023662817863396
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1922,1.2023662817863396
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1923,1.1632522369010871
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1923,1.1632522369010871
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1924,1.0099347243663601
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1924,1.0099347243663601
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1925,1.0871908812084712
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1925,1.0871908812084712
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1926,1.2687594165876135
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1926,1.2687594165876135
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1927,1.302774683739358
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1927,1.302774683739358
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1928,1.2698973462090066
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1928,1.2698973462090066
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1929,1.1886745793510158
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1929,1.1886745793510158
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1930,1.1894695412686929
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1930,1.1894695412686929
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1931,1.1588169516388689
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1931,1.1588169516388689
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1932,1.221727289571561
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1932,1.221727289571561
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1933,1.3962638834316863
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1933,1.3962638834316863
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1934,1.2863943255625259
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1934,1.2863943255625259
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1935,1.4993827945448288
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1935,1.4993827945448288
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1936,1.6024539875471078
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1936,1.6024539875471078
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1937,1.5467991391470832
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1937,1.5467991391470832
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1938,1.4137901980797665
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1938,1.4137901980797665
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1939,1.4597224136408613
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1939,1.4597224136408613
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1940,1.5559582270252008
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1940,1.5559582270252008
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1941,1.484557333424732
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1941,1.484557333424732
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1942,1.6650077727658754
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1942,1.6650077727658754
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1943,1.8352837448040304
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1943,1.8352837448040304
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1944,1.7491656592624736
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1944,1.7491656592624736
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1945,1.7367421688604168
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1945,1.7367421688604168
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1946,1.7327272214094478
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1946,1.7327272214094478
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1947,1.6512400980408302
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1947,1.6512400980408302
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1948,1.9170542883749704
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1948,1.9170542883749704
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1949,1.9467067574069006
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1949,1.9467067574069006
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1950,1.8087388320882383
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1950,1.8087388320882383
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1951,1.9905396965150999
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1951,1.9905396965150999
tas,1pctCO2,r1i1p1f1,MPI-ESM1-2-LR,1952,2.0484489069178267
