variable,experiment,ensemble,model,year,value
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0101,-1.066046047541306
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0101,-1.066046047541306
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0102,-0.8858507561357669
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0102,-0.8858507561357669
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0103,-0.8953946870059895
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0103,-0.8953946870059895
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0104,-1.1068958835551825
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0104,-1.1068958835551825
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0105,-0.9362113360892863
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0105,-0.9362113360892863
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0106,-0.9195145830171327
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0106,-0.9195145830171327
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0107,-0.9367489974383147
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0107,-0.9367489974383147
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0108,-0.6966220593656658
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0108,-0.6966220593656658
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0109,-0.6032435696375273
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0109,-0.6032435696375273
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0110,-0.7230701219992852
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0110,-0.7230701219992852
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0111,-0.6475294534002387
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0111,-0.6475294534002387
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0112,-0.7123876213871654
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0112,-0.7123876213871654
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0113,-0.4944121400291124
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0113,-0.4944121400291124
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0114,-0.5715592197173578
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0114,-0.5715592197173578
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0115,-0.6005147627164433
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0115,-0.6005147627164433
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0116,-0.38423736510077333
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0116,-0.38423736510077333
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0117,-0.3681891328741358
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0117,-0.3681891328741358
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0118,-0.339021334545464
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0118,-0.339021334545464
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0119,-0.39627084290583525
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0119,-0.39627084290583525
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0120,-0.45049453154086905
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0120,-0.45049453154086905
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0121,-0.4169836573012162
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0121,-0.4169836573012162
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0122,-0.3350475536043973
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0122,-0.3350475536043973
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0123,-0.42978134076446395
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0123,-0.42978134076446395
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0124,-0.24956985525108166
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0124,-0.24956985525108166
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0125,-0.26854211603961176
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0125,-0.26854211603961176
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0126,-0.21042196700790328
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0126,-0.21042196700790328
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0127,-0.1493346049118145
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0127,-0.1493346049118145
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0128,-0.08697198683859142
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0128,-0.08697198683859142
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0129,-0.11108593731171368
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0129,-0.11108593731171368
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0130,-0.22681072472983033
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0130,-0.22681072472983033
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0131,-0.19933915586801731
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0131,-0.19933915586801731
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0132,-0.0761415665180607
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0132,-0.0761415665180607
tas,1pctCO2,r1i1p1f1,ACCESS-ESM1-5,0133,-0.007355858679659377
