variable,experiment,ensemble,model,year,value
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1850,-1.2331688445059967
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1851,-1.181528527207945
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1852,-1.2308630804096197
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1853,-1.4258964375368919
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1854,-1.161849548052885
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1855,-1.2080867946391436
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1856,-1.204446713883783
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1857,-1.294765702704069
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1858,-1.1321000767598548
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1859,-1.0243280840278999
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1860,-1.2071726698393377
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1861,-1.1761799199836105
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1862,-0.9469658993533585
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1863,-1.150461696469506
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1864,-1.0188829729725057
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1865,-1.0684321110998667
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1866,-0.9779956682858142
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1867,-0.9506186679148527
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1868,-0.8971315614610944
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1869,-0.8095163596240127
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1870,-0.8387086035879179
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1871,-0.9989035754624638
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1872,-1.018150528383842
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1873,-0.7943273695373705
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1874,-0.7563292960873582
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1875,-0.6704351720698014
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1876,-0.6619978452662281
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1877,-0.5634255999595439
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1878,-0.4966850853143683
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1879,-0.5930767730347384
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1880,-0.5372082570088992
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1881,-0.37167934095691635
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1882,-0.36562798976439126
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1883,-0.26299464917815385
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1884,-0.3653598687478734
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1885,-0.3923299030576004
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1886,-0.16331513849246448
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1887,-0.3146970822248818
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1888,-0.33233764434021396
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1889,-0.22099210566244665
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1890,-0.2037689083165901
tas,1pctCO2,r1i1p2f1,CanESM5-CanOE,1891,-0.041397917343090285
