variable,experiment,ensemble,model,year,value
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1850,-0.48770156451877256
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1850,-0.48770156451877256
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1851,-0.48324837720855385
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1851,-0.48324837720855385
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1852,-0.5402210643289322
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1852,-0.5402210643289322
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1853,-0.4867667789166603
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1853,-0.4867667789166603
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1854,-0.38864960740937704
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1854,-0.38864960740937704
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1855,-0.4699255754027831
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1855,-0.4699255754027831
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1856,-0.5837255227713172
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1856,-0.5837255227713172
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1857,-0.46845271924001963
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1857,-0.46845271924001963
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1858,-0.37169732126608324
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1858,-0.37169732126608324
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1859,-0.3579886320388823
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1859,-0.3579886320388823
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1860,-0.23895667479615668
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1860,-0.23895667479615668
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1861,-0.32316834734791655
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1861,-0.32316834734791655
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1862,-0.3615703898081506
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1862,-0.3615703898081506
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1863,-0.28746439485928477
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1863,-0.28746439485928477
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1864,-0.09060369982142902
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1864,-0.09060369982142902
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1865,-0.031392749263318365
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1865,-0.031392749263318365
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1866,0.09154617346803207
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1866,0.09154617346803207
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1867,-0.1271887887648404
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1867,-0.1271887887648404
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1868,-0.1680903804659124
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1868,-0.1680903804659124
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1869,-0.09441549514104963
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1869,-0.09441549514104963
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1870,-0.01951855723979179
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1870,-0.01951855723979179
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1871,0.02950048665803706
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1871,0.02950048665803706
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1872,-0.027464886446921355
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1872,-0.027464886446921355
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1873,-0.05186238720290248
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1873,-0.05186238720290248
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1874,0.15231616173969087
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1874,0.15231616173969087
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1875,0.16746326996815242
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1875,0.16746326996815242
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1876,0.23529027542150516
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1876,0.23529027542150516
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1877,0.033266361625294394
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1877,0.033266361625294394
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1878,0.04871007583392384
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1878,0.04871007583392384
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1879,0.2509854794124635
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1879,0.2509854794124635
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1880,0.18039696766567204
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1880,0.18039696766567204
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1881,0.2239384624490981
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1881,0.2239384624490981
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1882,0.2536443561796773
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1882,0.2536443561796773
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1883,0.3063449735363406
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1883,0.3063449735363406
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1884,0.3923783744728553
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1884,0.3923783744728553
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1885,0.44787032876729427
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1885,0.44787032876729427
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1886,0.5348000742009731
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1886,0.5348000742009731
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1887,0.5105094271783059
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1887,0.5105094271783059
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1888,0.6814834885831829
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1888,0.6814834885831829
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1889,0.7423657459089554
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1889,0.7423657459089554
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1890,0.5592476471038026
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1890,0.5592476471038026
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1891,0.6427796646909769
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1891,0.6427796646909769
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1892,0.5207650205824734
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1892,0.5207650205824734
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1893,0.5549288930948819
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1893,0.5549288930948819
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1894,0.568724778132605
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1894,0.568724778132605
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1895,0.5604138183923055
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1895,0.5604138183923055
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1896,0.5815259047579389
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1896,0.5815259047579389
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1897,0.5657656268454616
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1897,0.5657656268454616
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1898,0.7772731568720133
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1898,0.7772731568720133
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1899,0.8072108135477833
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1899,0.8072108135477833
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1900,0.917367326204328
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1900,0.917367326204328
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1901,0.9177479576306382
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1901,0.9177479576306382
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1902,0.7120173037922086
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1902,0.7120173037922086
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1903,0.6822957629881898
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1903,0.6822957629881898
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1904,0.8282973624338865
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1904,0.8282973624338865
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1905,0.8416045946871691
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1905,0.8416045946871691
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1906,1.0200637633905103
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1906,1.0200637633905103
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1907,1.135804741741083
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1907,1.135804741741083
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1908,0.9924953928382934
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1908,0.9924953928382934
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1909,1.072110511434687
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1909,1.072110511434687
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1910,1.1037707202560227
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1910,1.1037707202560227
tas,1pctCO2,r1i1p1f1,MPI-ESM-1-2-HAM,1911,1.1423263357081055
