variable,experiment,ensemble,model,year,value
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1850,-0.9130586050745819
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1851,-1.037575824799319
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1852,-1.0200930858313768
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1853,-0.9477013161924219
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1854,-1.0063710817816514
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1855,-0.9075095859199678
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1856,-0.8595153528846708
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1857,-0.7943161657744326
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1858,-0.7544438812890917
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1859,-0.7719096641163219
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1860,-0.5844824997546425
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1861,-0.8683789678416929
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1862,-0.8342222513542197
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1863,-0.8489851659984424
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1864,-0.8464647522593509
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1865,-0.7919374798806302
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1866,-0.6794237767878144
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1867,-0.7604185729235269
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1868,-0.7271995850192638
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1869,-0.5647367740871232
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1870,-0.6039708000907922
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1871,-0.601467748222376
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1872,-0.6575135624868835
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1873,-0.5028992733613791
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1874,-0.4844010745385958
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1875,-0.44387120250797807
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1876,-0.24138526103263303
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1877,-0.19051824097897452
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1878,-0.13788942852511354
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1879,-0.1861393487718601
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1880,-0.23587833670671898
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1881,-0.17190603033407115
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1882,-0.1480968274424299
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1883,-0.28011209169829954
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1884,-0.24044975043074146
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1885,-0.3241394814286309
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1886,-0.11950618327358598
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1887,-0.10817067820966031
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1888,-0.02130214946015485
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1889,-0.026732515456728834
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1890,-0.027292134859635553
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1891,-0.024120761260121526
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1892,0.029258868144552252
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1893,0.09271123356523958
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1894,0.1611643228843036
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1895,0.18053177343119842
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1896,0.12160086947841364
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1897,0.13000677055612186
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1898,0.1230535111037625
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1899,-0.009396411849195374
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1900,0.03147954447200618
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1901,0.18086668733064926
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1902,0.14160344405860315
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1903,0.1765866065579189
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1904,0.21703946611398806
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1905,0.206290425855002
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1906,0.14683424019955282
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1907,0.41210060835391005
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1908,0.4331614295714985
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1909,0.3963864334957634
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1910,0.3403477396779522
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1911,0.4491731002572692
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1912,0.44495207817311666
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1913,0.5530821474483218
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1914,0.5466214138066903
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1915,0.39598007107588273
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1916,0.503853655501814
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1917,0.5569866830492742
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1918,0.7346993600642122
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1919,0.7230873389584644
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1920,0.7703244160484815
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1921,0.8441946950165402
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1922,0.9726595993427622
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1923,0.9753561351481608
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1924,0.9041368807455115
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1925,0.9784657276114785
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1926,1.022312753441156
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1927,1.0159252233618759
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1928,1.1508099487003278
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1929,1.201609387129281
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1930,1.2469103007413196
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1931,1.250972545345121
tas,1pctCO2,r1i1p1f1,BCC-CSM2-MR,1932,1.2058948260056468
