variable,experiment,ensemble,model,year,value
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1850,-0.7731454422838624
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1851,-0.7615201212958596
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1852,-0.825432037253222
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1853,-0.5392205401232673
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1854,-0.4841896391520777
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1855,-0.7079368208982828
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1856,-0.7905452160453592
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1857,-0.6975982589376599
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1858,-0.328369012956216
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1859,-0.3808773640751042
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1860,-0.7258730608446058
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1861,-0.7374873515232139
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1862,-0.5712542579398701
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1863,-0.31203351260637646
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1864,-0.49410370344952526
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1865,-0.5107534636126161
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1866,-0.28709542675039756
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1867,-0.19892976678494279
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1868,-0.4044138633233274
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1869,-0.3965194055679149
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1870,-0.4113572893493824
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1871,-0.16294158507093925
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1872,-0.05974278281672696
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1873,-0.2306743516076608
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1874,-0.3183206158625467
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1875,-0.24904310084554027
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1876,-0.017599991545182547
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1877,-0.12462172722558762
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1878,-0.21456232563804178
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1879,-0.05904933452831074
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1880,0.09901145838142611
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1881,-0.22759121635914425
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1882,-0.2085420258434283
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1883,0.09826767902296751
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1884,0.09093581390908412
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1885,-0.15528661597176097
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1886,-0.11501847999176107
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1887,0.09704246111664361
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1888,0.005156357197847683
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1889,0.21968189248110548
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1890,0.25804217103922156
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1891,-0.040864688690305684
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1892,0.09201544361980041
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1893,0.27668038609124324
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1894,0.35178601360911443
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1895,0.17272104975467073
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1896,0.11312392322764708
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1897,0.34796889203363435
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1898,0.6757929480132816
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1899,0.3623133826064304
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1900,0.35784265522170244
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1901,0.6228595420188867
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1902,0.7746396710071508
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1903,0.6279907512471823
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1904,0.609281609898062
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1905,0.825719222540954
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1906,0.7165813463265636
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1907,0.7098728731140227
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1908,0.5548872999882519
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1909,0.6128510754617764
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1910,0.9043923711825528
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1911,1.065507024649662
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1912,0.7456459308429544
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1913,0.6761909998195392
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1914,0.8511189812909947
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1915,1.0447628046607633
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1916,1.0080506012520232
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1917,0.9766452682031854
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1918,1.2000152043985963
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1919,1.2611592159703378
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1920,0.8998496294062761
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1921,0.8993987592907047
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1922,1.3541827642330304
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1923,1.30712783093594
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1924,0.8529019856018181
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1925,1.1412254610586388
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1926,1.5137571813198178
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1927,1.2061890620412896
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1928,1.1228415744939753
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1929,1.4734160078934906
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1930,1.5428113142630195
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1931,1.1883654036839744
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1932,1.4872680082608554
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1933,1.6259647668062485
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1934,1.4350279222078939
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1935,1.459704852168727
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1936,1.678660452784527
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1937,1.6607057021224136
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1938,1.4348847955621409
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1939,1.60488056213336
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1940,1.7095230049611132
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1941,1.8082824300752804
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1942,1.5833774079104614
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1943,1.6502328966655568
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1944,1.7942252831483643
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1945,1.9737940793056055
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1946,1.7139623030329858
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1947,1.7933460076718006
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1948,1.948489288576468
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1949,1.7714845043925038
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1950,1.939068037279128
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1951,1.9811084501137088
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1952,2.09394999715488
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1953,2.038850132337359
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1954,1.8672128355753443
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1955,1.9605000440953972
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1956,2.1434704138131906
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1957,1.9905738781587843
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1958,1.866235854816125
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1959,2.1585560295100663
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1960,2.21379336248782
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1961,1.8531379338053853
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1962,2.089261838810387
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1963,2.371292179960335
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1964,2.245268269459018
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1965,1.9219127884067007
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1966,2.2031652816688165
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1967,2.5711607002659207
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1968,2.6318275926579986
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1969,2.457765927490982
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1970,2.2376537434652732
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1971,2.50081732823179
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1972,2.648737108922944
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1973,2.4962908822097916
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1974,2.4106776517780304
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1975,2.688746917570313
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1976,2.604259165556357
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1977,2.3900071873190996
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1978,2.7229571257714724
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1979,2.8109220707881946
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1980,2.851821521263389
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1981,2.5901351618626336
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1982,2.840733177100617
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1983,3.03814504445387
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1984,2.866601834202413
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1985,3.049893144062594
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1986,2.9231211861545603
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1987,2.880539148868138
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1988,3.133399990246801
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1989,3.0764563891988814
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1990,2.935614312759867
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1991,3.141204676093537
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1992,3.3211949046344102
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1993,3.0627745416501853
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1994,3.3810751374354595
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1995,3.4951287846752734
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1996,3.492633762353364
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1997,3.3845509121126156
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1998,3.4370216727307934
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,1999,3.38507076352829
tas,1pctCO2,r101i1p1f1,GISS-E2-1-G,2000,3.5027353292296652
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1850,-0.7059354193523291
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1851,-0.8669869693970895
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1852,-0.7565216846039107
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1853,-0.686664671080564
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1854,-0.522678403920736
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1855,-0.7232394065276253
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1856,-0.7721222672833505
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1857,-0.6264075336520705
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1858,-0.32818980380108087
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1859,-0.7270289976615913
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1860,-0.580266546184248
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1861,-0.4386907215041447
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1862,-0.4138414210935366
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1863,-0.3902399664515315
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1864,-0.24204798393469673
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1865,-0.31772181631498597
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1866,-0.19907980210928145
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1867,-0.18408788038988178
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1868,-0.6803165647551737
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1869,-0.6247875718178193
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1870,-0.4141244743115635
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1871,-0.09552642822410462
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1872,-0.13725877239738793
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1873,-0.40750717849061857
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1874,-0.13084767282526855
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1875,0.03398325927418
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1876,-0.07971401386964772
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1877,0.005848881430893016
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1878,0.18752472157024158
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1879,-0.0734143540024661
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1880,-0.12148461503727503
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1881,0.13964890846540357
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1882,0.17245667913516627
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1883,0.3493518080737772
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1884,0.05490177355062542
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1885,0.26392784978781947
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1886,0.3306838359232529
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1887,0.05862594799936005
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1888,-0.006912902261831277
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1889,0.23148893821650063
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1890,0.3136908794504052
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1891,0.16873331518610257
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1892,0.07230736360401124
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1893,0.14926525910647115
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1894,0.47757538219588014
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1895,0.46785797071464685
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1896,0.23729970408891177
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1897,0.44792100679791247
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1898,0.6287928982899302
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1899,0.5470784117001699
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1900,0.587514759159319
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1901,0.5267222634365112
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1902,0.3575277835538486
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1903,0.5209425669262373
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1904,0.7541943250370764
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1905,0.6228667580151637
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1906,0.48524819060679647
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1907,0.5839001504846806
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1908,0.8227193124361634
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1909,1.0230662791421423
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1910,0.8733422163916771
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1911,0.8448061756124048
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1912,1.013917909207919
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1913,1.0116166277129537
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1914,0.612534928155867
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1915,0.7509008613458832
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1916,1.0679591034362943
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1917,1.2181203277594363
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1918,0.9385197570624086
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1919,0.877828738316623
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1920,1.076087646912299
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1921,1.3000156010216983
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1922,1.2622653083189448
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1923,1.1948903668514959
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1924,1.281592243944317
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1925,1.319851333638212
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1926,1.1092546912311718
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1927,1.0861673266753655
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1928,1.2982151512600808
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1929,1.1632304160547733
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1930,1.0127069730120297
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1931,1.1942129900152736
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1932,1.2662971924037834
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1933,0.9786194290117578
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1934,0.9371155095772679
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1935,1.3465365516076986
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1936,1.4438988194130502
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1937,1.1397817983926188
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1938,0.933342693314728
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1939,1.2254458360359877
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1940,1.3615871939783233
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1941,1.1900632218430474
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1942,1.0324152603539574
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1943,1.1899004214157003
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1944,1.3581337433976728
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1945,1.0915670243770705
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1946,0.9734759469679943
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1947,1.1243340072001615
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1948,1.4355424122571776
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1949,1.217364542884468
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1950,0.9226987182830158
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1951,1.065504281380413
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1952,1.3011028480666482
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1953,1.3960581399997523
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1954,1.1425668401142275
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1955,1.0896867677325304
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1956,1.3124247298004548
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1957,1.3322479588755982
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1958,1.4293059323794637
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1959,1.2756572620202178
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1960,1.3107248560831408
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1961,1.09731949657737
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1962,1.2531151961345017
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1963,1.3679509977557132
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1964,1.36248737232836
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1965,1.5284923476477275
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1966,1.4146360292830877
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1967,1.2489851017405158
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1968,1.3229121763556009
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1969,1.489761346604439
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1970,1.2555950144098347
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1971,1.1675182350573436
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1972,1.2323834981672803
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1973,1.4883791437435434
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1974,1.3465928223232027
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1975,1.3197267271764872
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1976,1.265211819196395
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1977,1.325189627092584
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1978,1.4623528676619344
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1979,1.3215288549242814
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1980,1.3009176285086141
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1981,1.55105590543684
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1982,1.203585390086971
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1983,1.1793442900651598
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1984,1.3828369850021431
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1985,1.4874002769803383
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1986,1.466856237231866
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1987,1.5581264524975609
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1988,1.3919369481314448
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1989,1.4113589592384983
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1990,1.5235243236031124
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1991,1.3601293402010697
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1992,0.9825394071315259
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1993,1.1244317912965585
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1994,1.3876304937849682
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1995,1.5211801555086026
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1996,1.2864647007755252
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1997,1.178945131118894
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1998,1.4507779972705066
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,1999,1.5940989615392596
tas,1pctCO2,r102i1p1f1,GISS-E2-1-G,2000,1.3911369847293713
tas,1pctCO2,r1i1p1f1,GISS-E2-1-G,1850,-0.717826816742047
tas,1pctCO2,r1i1p1f1,GISS-E2-1-G,1851,-0.6302385170141065
